column,category,frequency,proportion_pct
recording_id,ucddb002,1,4.0
recording_id,ucddb003,1,4.0
recording_id,ucddb005,1,4.0
recording_id,ucddb006,1,4.0
recording_id,ucddb007,1,4.0
recording_id,ucddb008,1,4.0
recording_id,ucddb009,1,4.0
recording_id,ucddb010,1,4.0
recording_id,ucddb011,1,4.0
recording_id,ucddb012,1,4.0
recording_id,ucddb013,1,4.0
recording_id,ucddb014,1,4.0
recording_id,ucddb015,1,4.0
recording_id,ucddb017,1,4.0
recording_id,ucddb018,1,4.0
recording_id,ucddb019,1,4.0
recording_id,ucddb020,1,4.0
recording_id,ucddb021,1,4.0
recording_id,ucddb022,1,4.0
recording_id,ucddb023,1,4.0
recording_id,ucddb024,1,4.0
recording_id,ucddb025,1,4.0
recording_id,ucddb026,1,4.0
recording_id,ucddb027,1,4.0
recording_id,ucddb028,1,4.0
