column,count,mean,median,mode,std,var,min,max,range,iqr,skewness,kurtosis
duration_sec,197,70337.70573604062,81659.99,84299.99,21472.023287087566,461047784.0412307,26979.99,86399.99,59420.0,11640.0,-1.2643038328563432,-0.28771194320490734
known_stage_duration_sec,197,69770.71065989848,81360.0,82500.0,22182.160590708412,492048248.4719774,24630.0,86400.0,61770.0,11340.0,-1.2613598142848035,-0.30331579894506433
n_channels,197,6.553299492385787,7.0,7.0,0.8351046473895221,0.6973997720915779,5.0,7.0,2.0,0.0,-1.3386929667357828,-0.2101382345166436
n_hypnogram_annotations,197,144.81725888324874,139.0,148.0,50.56514394564562,2556.833782243862,47.0,401.0,354.0,60.0,1.02788523694894,2.8915735823318824
sfreq_first,197,100.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,,
sleep_stage_frac_n1,197,0.05952382279040493,0.0506944444444444,0.0105224963715529,0.03992763910116058,0.0015942163641925273,0.0049223778871639,0.2042594385285576,0.1993370606413937,0.0459393424337388,1.3933064004525662,2.215228252484975
sleep_stage_frac_n2,197,0.2330636216458085,0.1787086856264412,0.079720793534166,0.13912865364630372,0.019356782265433144,0.079720793534166,0.6959910913140311,0.6162702977798651,0.1001926453153667,1.548005348097132,1.4155415636884605
sleep_stage_frac_n3,197,0.05790918108186011,0.0388046387154326,0.0,0.06834280268492296,0.004670738678830312,0.0,0.3008474576271186,0.3008474576271186,0.061146632566069906,1.7128514588774488,2.5432748605045195
sleep_stage_frac_rem,197,0.09203638452492957,0.0704119850187265,0.0088560885608856,0.06601468426546582,0.004357938538669141,0.0088560885608856,0.35,0.3411439114391144,0.04918260342509661,1.6393912190959754,2.142055982913364
sleep_stage_frac_w,197,0.5574669899569966,0.6764925373134328,0.6789090909090909,0.24970012941158015,0.062350154628159876,0.0181043663471778,0.8295371050698016,0.8114327387226238,0.10155971479500892,-1.3090720199873827,-0.06985398156059341
unknown_stage_duration_sec,197,3846.395939086294,3180.0,0.0,4175.396071348979,17433932.352636486,0.0,25200.0,25200.0,4710.0,2.396175675983528,8.430196629701143
