column,category,frequency,proportion_pct
hypnogram_file,sleep-cassette/SC4001EC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4002EC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4011EH-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4012EC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4021EH-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4022EJ-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4031EC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4032EP-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4041EC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4042EC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4051EC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4052EC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4061EC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4062EC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4071EC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4072EH-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4081EC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4082EP-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4091EC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4092EC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4101EC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4102EC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4111EC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4112EC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4121EC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4122EV-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4131EC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4141EU-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4142EU-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4151EC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4152EC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4161EC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4162EC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4171EU-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4172EC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4181EC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4182EC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4191EP-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4192EV-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4201EC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4202EC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4211EC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4212EC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4221EJ-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4222EC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4231EJ-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4232EV-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4241EC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4242EA-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4251EP-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4252EU-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4261FM-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4262FC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4271FC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4272FM-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4281GC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4282GC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4291GA-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4292GC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4301EC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4302EV-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4311EC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4312EM-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4321EC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4322EC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4331FV-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4332FC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4341FA-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4342FA-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4351FA-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4352FV-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4362FC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4371FA-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4372FC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4381FC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4382FW-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4401EC-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4402EW-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4411EJ-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4412EM-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4421EA-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4422EA-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4431EM-Hypnogram.edf,1,0.5076
hypnogram_file,sleep-cassette/SC4432EM-Hypnogram.edf,1,0.5076
