column,count,mean,median,mode,std,var,min,max,range,iqr,skewness,kurtosis
bp_mean,3781,-5.637736596879927e-16,-0.00028117202861840273,-4.918492492562352,1.0001322663850767,1.0002645502645502,-4.918492492562352,3.673005088399616,8.591497580961969,1.1602577544082402,-0.3110959272316158,0.5539575707950966
bp_std,3781,-3.984000528461815e-16,-0.021935774279841263,-4.579367763375968,1.0001322663850767,1.0002645502645502,-4.579367763375968,25.446409639671995,30.02577740304796,1.0444776887696317,5.460184573899196,127.39486119494086
ecg_mean,3781,-6.01358570333859e-17,0.3816363271269766,-2.0237252668272765,1.0001322663850767,1.0002645502645502,-2.027098944525672,0.9775133756119331,3.004612320137605,0.8325985585046527,-1.2210422032445154,-0.09375157168479742
ecg_std,3781,3.307472136836224e-16,0.07963909394350234,-3.025307289219723,1.0001322663850767,1.00026455026455,-3.025307289219723,3.6964534688828707,6.721760758102594,1.6238451819671738,0.3240283113980128,-0.6324283839141196
eeg_c3_o1_mean,3781,-3.006792851669295e-17,-0.20305025563381365,-0.20305025563381365,1.000132266385077,1.0002645502645504,-4.201928327176815,3.5171172928981296,7.719045620074945,1.082726331658203,-0.3026697568655754,2.283944143702657
eeg_c3_o1_std,3781,1.5033964258346475e-17,-0.1473218577368772,-0.1473218577368772,1.0001322663850767,1.00026455026455,-1.8994516359246485,13.030757063503545,14.930208699428194,0.6653495819640496,3.62125926864846,25.693129674834417
eeg_c4_a1_mean,3781,-4.510189277503942e-17,0.05865514147839244,0.05865514147839244,1.000132266385077,1.0002645502645504,-3.1686035449932253,3.9893879350598818,7.1579914800531075,0.0,0.8121268348681305,7.9019472899534495
eeg_c4_a1_std,3781,1.653736068418112e-16,-0.19094901304263223,-0.19094901304263223,1.0001322663850767,1.0002645502645502,-1.6281797819764203,8.209791626183213,9.837971408159634,0.0,3.3230627668999086,13.373795807424635
eeg_o2_a1_mean,3781,5.073962937191935e-16,-0.013900305510922691,-0.013900305510922691,1.0001322663850767,1.0002645502645502,-8.434084247530603,52.119640337203975,60.55372458473458,0.0,38.07765179378938,1965.8318152632237
eeg_o2_a1_std,3781,7.742491593048434e-16,-0.07166637534320353,-0.07166637534320353,1.0001322663850767,1.0002645502645502,-2.1050024237929237,30.78875865542043,32.893761079213355,0.0,16.133194413680105,353.01541789400534
emg_mean,3781,-4.961208205254336e-16,0.3245250771794394,0.3245250771794394,1.0001322663850767,1.00026455026455,-3.4792014387963475,0.8105060831223947,4.289707521918742,0.0,-2.720994727839542,5.768136962374179
emg_std,3781,6.99079338013111e-16,0.14591573806346597,0.14591573806346597,1.0001322663850767,1.0002645502645502,-4.376801297680511,4.024406056508403,8.401207354188914,0.0,-1.8946866617523759,5.527857545953324
eog_mean,3781,7.740048573856452e-14,-0.00726775453242044,-0.00726775453242044,1.0001322663850767,1.0002645502645502,-16.31744928129371,20.766569388450712,37.084018669744424,0.0,2.0327033388558466,139.76836661821932
eog_right_mean,3781,1.082445426600946e-15,0.2635979039537721,0.2635979039537721,1.0001322663850765,1.0002645502645495,-14.148061881276327,2.480739309083568,16.628801190359894,0.0,-4.010384684678076,24.732217506725874
eog_right_std,3781,4.92362329460847e-16,-0.06009436031386729,-0.06009436031386729,1.000132266385077,1.0002645502645504,-1.9355794444201508,29.636935334355286,31.572514778775435,0.0,14.543382146803982,322.316505711125
eog_std,3781,1.6687700326764586e-15,-0.058610901469761764,-0.058610901469761764,1.000132266385077,1.0002645502645504,-4.770701087618459,15.287710163789988,20.058411251408447,0.0,8.425337072463874,100.60887800720108
epoch_end_sample,3781,3.006792851669295e-17,-0.23456195929605048,-1.0521932662805884,1.000132266385077,1.0002645502645504,-1.3920520625572939,2.341469206685355,3.733521269242649,1.5318273281457306,0.6039284575248325,-0.7884571067787522
epoch_end_sec,3781,-9.020378555007884e-17,-0.23456195929605062,-1.0521932662805886,1.000132266385077,1.0002645502645504,-1.392052062557294,2.341469206685355,3.733521269242649,1.5318273281457306,0.603928457524832,-0.7884571067787527
epoch_index,3781,0.0,-0.24536722895353302,-0.9016299845849387,1.0001322663850767,1.0002645502645502,-1.3654547893169098,2.374749487138771,3.740204276455681,1.5247006878955216,0.6195942944281002,-0.7704456080558764
epoch_start_sample,3781,1.202717140667718e-16,-0.234561959987272,-1.052193267564893,1.0001322663850767,1.0002645502645502,-1.3920514073561472,2.3414692078627026,3.7335206152188496,1.5318273292568683,0.6039284603056378,-0.7884571072449895
epoch_start_sec,3781,-1.5033964258346472e-16,-0.23456195998727225,-1.0521932675648933,1.0001322663850767,1.0002645502645502,-1.3920514073561472,2.3414692078627026,3.7335206152188496,1.5318273292568683,0.6039284603056378,-0.7884571072449895
event_tokens_A,3781,7.516982129173237e-18,-0.0799254377043244,-0.0799254377043244,1.000132266385077,1.0002645502645504,-0.0799254377043244,12.511661227297783,12.591586665002106,0.0,12.436670214742003,152.75156532017172
event_tokens_A A A,3781,-5.637736596879927e-18,-0.016265001215808893,-0.016265001215808893,1.000132266385077,1.0002645502645504,-0.016265001215808893,61.4817045957576,61.497969596973405,0.0,61.48983655857281,3781.000000000001
event_tokens_A X,3781,-9.396227661466545e-18,-0.016265001215808893,-0.016265001215808893,1.000132266385077,1.0002645502645504,-0.016265001215808893,61.4817045957576,61.497969596973405,0.0,61.48983655857281,3781.0000000000005
event_tokens_CA,3781,-3.006792851669295e-17,-0.11808792193780517,-0.11808792193780517,1.0001322663850767,1.0002645502645502,-0.11808792193780517,8.468266555886066,8.586354477823871,0.0,8.353493000674163,67.8167174084762
event_tokens_CAA,3781,4.510189277503942e-17,-0.20535821286195657,-0.20535821286195657,1.000132266385077,1.0002645502645504,-0.20535821286195657,4.869539844857376,5.0748980577193326,0.0,4.66603294668967,19.782327252727796
event_tokens_CAA CAA,3781,-1.5033964258346475e-17,-0.036388906858723875,-0.036388906858723875,1.000132266385077,1.0002645502645504,-0.036388906858723875,27.480902459708275,27.517291366567,0.0,27.455406874599404,752.1972491281311
event_tokens_CAA CAA L,3781,-9.396227661466547e-19,-0.016265001215808896,-0.016265001215808896,1.0001322663850771,1.000264550264551,-0.016265001215808896,61.48170459575761,61.49796959697342,0.0,61.489836558572826,3781.0000000000027
event_tokens_CAA HA,3781,-1.8792455322933093e-18,-0.03254291885159535,-0.03254291885159535,1.000132266385077,1.0002645502645506,-0.03254291885159535,30.728651125618907,30.761194044470503,0.0,30.7082921568497,941.4972219085322
event_tokens_CAA L,3781,-3.758491064586619e-18,-0.036388906858723875,-0.036388906858723875,1.0001322663850771,1.0002645502645509,-0.036388906858723875,27.480902459708275,27.517291366567,0.0,27.45540687459939,752.1972491281306
event_tokens_CAA X,3781,-9.396227661466545e-18,-0.01626500121580889,-0.01626500121580889,1.0001322663850767,1.00026455026455,-0.01626500121580889,61.481704595757584,61.49796959697339,0.0,61.489836558572826,3780.999999999999
event_tokens_H,3781,-1.5033964258346475e-17,-0.2509470395187771,-0.2509470395187771,1.0001322663850767,1.0002645502645502,-0.2509470395187771,3.984904551644153,4.2358515911629295,0.0,3.7354396007221173,11.95983501306887
event_tokens_H CA,3781,-2.8188682984399636e-18,-0.02300522853234348,-0.02300522853234348,1.0001322663850767,1.00026455026455,-0.02300522853234348,43.468379311862996,43.49138454039534,0.0,43.462618493129376,1887.9978826176966
event_tokens_H H,3781,0.0,-0.04604702651573603,-0.04604702651573603,1.0001322663850771,1.0002645502645509,-0.04604702651573603,21.716928880484,21.76297590699974,0.0,21.67948349626676,468.24768899466676
event_tokens_H HA,3781,-1.4094341492199818e-17,-0.028179264309128184,-0.028179264309128184,1.0001322663850767,1.0002645502645502,-0.028179264309128184,35.48708685329543,35.51526611760456,0.0,35.47298199728365,1256.9973536576613
event_tokens_H L,3781,-1.3154718726053164e-17,-0.028179264309128184,-0.028179264309128184,1.000132266385077,1.0002645502645504,-0.028179264309128184,35.48708685329543,35.51526611760456,0.0,35.47298199728363,1256.9973536576608
event_tokens_H LA,3781,-1.1275473193759854e-17,-0.036388906858723875,-0.036388906858723875,1.000132266385077,1.0002645502645504,-0.036388906858723875,27.480902459708275,27.517291366567,0.0,27.455406874599408,752.1972491281315
