,epoch_index,epoch_start_sample,epoch_end_sample,epoch_start_sec,epoch_end_sec,ecg_mean,ecg_std,bp_mean,bp_std,eeg_c4_a1_mean,eeg_c4_a1_std,resp_sum_mean,resp_sum_std,eeg_o2_a1_mean,eeg_o2_a1_std,resp_nasal_mean,resp_nasal_std,eeg_c3_o1_mean,eeg_c3_o1_std,resp_chest_mean,resp_chest_std,eog_mean,eog_std,emg_mean,emg_std,resp_abdominal_mean,resp_abdominal_std,eog_right_mean,eog_right_std,sv_mean,sv_std,so2_mean,so2_std,resp_abdomen_mean,resp_abdomen_std,event_tokens_A,event_tokens_A A A,event_tokens_A X,event_tokens_CA,event_tokens_CAA,event_tokens_CAA CAA,event_tokens_CAA CAA L,event_tokens_CAA HA,event_tokens_CAA L,event_tokens_CAA X,event_tokens_H,event_tokens_H CA,event_tokens_H H,event_tokens_H HA,event_tokens_H L,event_tokens_H LA,event_tokens_H X,event_tokens_HA,event_tokens_HA CA,event_tokens_HA CAA,event_tokens_HA H,event_tokens_HA HA,event_tokens_HA L,event_tokens_HA X,event_tokens_L,event_tokens_L A,event_tokens_L CAA,event_tokens_L H,event_tokens_L HA,event_tokens_L HA LA,event_tokens_L L,event_tokens_L L L,event_tokens_L LA,event_tokens_L OA,event_tokens_L X,event_tokens_LA,event_tokens_LA H,event_tokens_LA HA,event_tokens_LA HA LA,event_tokens_LA L,event_tokens_LA LA,event_tokens_LA X,event_tokens_OA,event_tokens_OA L,event_tokens_OA OA,event_tokens_OA X,event_tokens_X,event_tokens_X A,event_tokens_X CA,event_tokens_X CAA,event_tokens_X H,event_tokens_X L,event_tokens_X LA,event_tokens_X OA,event_tokens_X X
epoch_index,1.0,0.9983641559951507,0.9983641559951507,0.9983641559951507,0.9983641559951507,-0.3153437550918281,-0.06260800993426462,0.18193977310936663,-0.023310123517714224,0.1037308080129318,-0.004966439167329753,-0.06512439362454026,-0.04629043040893301,-0.0015496467546115742,-0.047155027207795734,-0.10346729022695347,-0.08047050349680313,0.041813613915409206,-0.12594403329568465,0.06582491471984248,0.0705829153786822,-0.013621012956570647,-0.02917227726298962,-0.03997863805313223,0.037107232329793814,0.0016473612421182369,-0.044256301089612225,0.009192040253906332,-0.02966319451835302,-0.13520204743612907,-0.1484347096398536,0.1001644251376427,-0.060294311214953426,-0.02302790215440267,-0.07383797208649705,0.0034508104309114848,0.011764973411386352,-0.01969273256890065,0.015943573846363985,0.013491230925525316,-0.018586541968147654,-0.021361734496798398,0.029752081918053973,-0.04047698762964675,-0.001758412745463698,0.07691006888705743,0.003625264634384522,0.010238438227787684,-0.01436314180170979,0.0035154843774706105,-0.019580046812364336,-0.015783104891752997,-0.07416895649268866,0.023246812567147192,-0.009987073733303901,0.00036830361964240016,-0.07043168873600344,-0.022694788924846127,-0.024706027073448596,-0.02165691785359153,-0.03176089716969259,-0.009283823223931219,0.004367462231496535,-0.002779186246008302,-0.003561530899710371,-0.03766273709465268,-0.03902428761955199,-0.04229215496269312,-0.021086051142636716,0.009298606780555678,-0.07162148591263656,-0.01802093757208585,-0.005042700952188935,-0.023880139191572676,-0.02837311783065826,-0.08308690245278191,-0.02375347386668758,0.051442565804109865,-0.019080062850445282,-0.015526850185361795,0.008784612825854661,0.07617687056445423,0.011459486451369353,-0.010014011567386483,-0.03666365018320858,-0.020976954630239467,-0.0008503030350326477,0.00046195589075741217,0.02028826051379918,-0.030114871886514686
epoch_start_sample,0.9983641559951507,1.0,1.0,1.0,1.0,-0.3350893263342858,-0.04952470205534244,0.18366531828616053,-0.018248856544420565,0.10518984284745425,-0.007147919172309663,-0.06492738210130046,-0.04690949361408515,-0.0021738310521195216,-0.04618759059710763,-0.09637697091338791,-0.08325902877303804,0.039609961011653004,-0.10427101831168172,0.06548298455983748,0.07149826595121041,-0.01362767964726804,-0.029194608628028286,-0.03793085994225941,0.03991342483338371,0.002573317774899422,-0.0471517583545393,0.010804942188591083,-0.029409836969389272,-0.12029701565155268,-0.16885055834107737,0.10127471333913318,-0.05414438395733017,-0.023109695056191065,-0.0747532279776497,0.001141116763775719,0.011511642392964783,-0.02040801845587737,0.015306912309977687,0.015747762072691126,-0.018573205737862374,-0.022203685651155373,0.03232738948925516,-0.04103374909739905,-7.450901225219924e-05,0.07524523751046679,0.004310270895290392,0.008740773020396761,-0.015034396599174474,0.005641125913428087,-0.020826928063978862,-0.0159423123640359,-0.08039986435747776,0.024342094302793493,-0.00895437301742475,-0.0010896916661942114,-0.07022077963894513,-0.021809549187783533,-0.02097165459302011,-0.02106629324415524,-0.03280070957977112,-0.007160316077436347,0.00478054225005233,-0.003546628983204684,-0.004247013698375357,-0.0394190486132026,-0.039061171328591285,-0.044157540438553376,-0.02164486805926388,0.008407902391181145,-0.07524751678767137,-0.019101139358713534,-0.006022786837795743,-0.024476210524847452,-0.029703630877261196,-0.08615747758632411,-0.02437934880891959,0.05434508821055047,-0.01999691692863941,-0.01655152098020268,0.008225794952642796,0.08113406636592789,0.011243409948856866,-0.01083361038146977,-0.0327538433803485,-0.022270510559849337,6.712918482650184e-05,0.0016093946646475036,0.01968585129972044,-0.02883911499308543
epoch_end_sample,0.9983641559951507,1.0,1.0,1.0,1.0,-0.3350893263342858,-0.04952470205534244,0.18366531828616053,-0.018248856544420565,0.10518984284745425,-0.007147919172309663,-0.06492738210130046,-0.04690949361408515,-0.0021738310521195216,-0.04618759059710763,-0.09637697091338791,-0.08325902877303804,0.039609961011653004,-0.10427101831168172,0.06548298455983748,0.07149826595121041,-0.01362767964726804,-0.029194608628028286,-0.03793085994225941,0.03991342483338371,0.002573317774899422,-0.0471517583545393,0.010804942188591083,-0.029409836969389272,-0.12029701565155268,-0.16885055834107737,0.10127471333913318,-0.05414438395733017,-0.023109695056191065,-0.0747532279776497,0.001141116763775719,0.011511642392964783,-0.02040801845587737,0.015306912309977687,0.015747762072691126,-0.018573205737862374,-0.022203685651155373,0.03232738948925516,-0.04103374909739905,-7.450901225219924e-05,0.07524523751046679,0.004310270895290392,0.008740773020396761,-0.015034396599174474,0.005641125913428087,-0.020826928063978862,-0.0159423123640359,-0.08039986435747776,0.024342094302793493,-0.00895437301742475,-0.0010896916661942114,-0.07022077963894513,-0.021809549187783533,-0.02097165459302011,-0.02106629324415524,-0.03280070957977112,-0.007160316077436347,0.00478054225005233,-0.003546628983204684,-0.004247013698375357,-0.0394190486132026,-0.039061171328591285,-0.044157540438553376,-0.02164486805926388,0.008407902391181145,-0.07524751678767137,-0.019101139358713534,-0.006022786837795743,-0.024476210524847452,-0.029703630877261196,-0.08615747758632411,-0.02437934880891959,0.05434508821055047,-0.01999691692863941,-0.01655152098020268,0.008225794952642796,0.08113406636592789,0.011243409948856866,-0.01083361038146977,-0.0327538433803485,-0.022270510559849337,6.712918482650184e-05,0.0016093946646475036,0.01968585129972044,-0.02883911499308543
epoch_start_sec,0.9983641559951507,1.0,1.0,1.0,1.0,-0.3350893263342858,-0.04952470205534244,0.18366531828616053,-0.018248856544420565,0.10518984284745425,-0.007147919172309663,-0.06492738210130046,-0.04690949361408515,-0.0021738310521195216,-0.04618759059710763,-0.09637697091338791,-0.08325902877303804,0.039609961011653004,-0.10427101831168172,0.06548298455983748,0.07149826595121041,-0.01362767964726804,-0.029194608628028286,-0.03793085994225941,0.03991342483338371,0.002573317774899422,-0.0471517583545393,0.010804942188591083,-0.029409836969389272,-0.12029701565155268,-0.16885055834107737,0.10127471333913318,-0.05414438395733017,-0.023109695056191065,-0.0747532279776497,0.001141116763775719,0.011511642392964783,-0.02040801845587737,0.015306912309977687,0.015747762072691126,-0.018573205737862374,-0.022203685651155373,0.03232738948925516,-0.04103374909739905,-7.450901225219924e-05,0.07524523751046679,0.004310270895290392,0.008740773020396761,-0.015034396599174474,0.005641125913428087,-0.020826928063978862,-0.0159423123640359,-0.08039986435747776,0.024342094302793493,-0.00895437301742475,-0.0010896916661942114,-0.07022077963894513,-0.021809549187783533,-0.02097165459302011,-0.02106629324415524,-0.03280070957977112,-0.007160316077436347,0.00478054225005233,-0.003546628983204684,-0.004247013698375357,-0.0394190486132026,-0.039061171328591285,-0.044157540438553376,-0.02164486805926388,0.008407902391181145,-0.07524751678767137,-0.019101139358713534,-0.006022786837795743,-0.024476210524847452,-0.029703630877261196,-0.08615747758632411,-0.02437934880891959,0.05434508821055047,-0.01999691692863941,-0.01655152098020268,0.008225794952642796,0.08113406636592789,0.011243409948856866,-0.01083361038146977,-0.0327538433803485,-0.022270510559849337,6.712918482650184e-05,0.0016093946646475036,0.01968585129972044,-0.02883911499308543
epoch_end_sec,0.9983641559951507,1.0,1.0,1.0,1.0,-0.3350893263342858,-0.04952470205534244,0.18366531828616053,-0.018248856544420565,0.10518984284745425,-0.007147919172309663,-0.06492738210130046,-0.04690949361408515,-0.0021738310521195216,-0.04618759059710763,-0.09637697091338791,-0.08325902877303804,0.039609961011653004,-0.10427101831168172,0.06548298455983748,0.07149826595121041,-0.01362767964726804,-0.029194608628028286,-0.03793085994225941,0.03991342483338371,0.002573317774899422,-0.0471517583545393,0.010804942188591083,-0.029409836969389272,-0.12029701565155268,-0.16885055834107737,0.10127471333913318,-0.05414438395733017,-0.023109695056191065,-0.0747532279776497,0.001141116763775719,0.011511642392964783,-0.02040801845587737,0.015306912309977687,0.015747762072691126,-0.018573205737862374,-0.022203685651155373,0.03232738948925516,-0.04103374909739905,-7.450901225219924e-05,0.07524523751046679,0.004310270895290392,0.008740773020396761,-0.015034396599174474,0.005641125913428087,-0.020826928063978862,-0.0159423123640359,-0.08039986435747776,0.024342094302793493,-0.00895437301742475,-0.0010896916661942114,-0.07022077963894513,-0.021809549187783533,-0.02097165459302011,-0.02106629324415524,-0.03280070957977112,-0.007160316077436347,0.00478054225005233,-0.003546628983204684,-0.004247013698375357,-0.0394190486132026,-0.039061171328591285,-0.044157540438553376,-0.02164486805926388,0.008407902391181145,-0.07524751678767137,-0.019101139358713534,-0.006022786837795743,-0.024476210524847452,-0.029703630877261196,-0.08615747758632411,-0.02437934880891959,0.05434508821055047,-0.01999691692863941,-0.01655152098020268,0.008225794952642796,0.08113406636592789,0.011243409948856866,-0.01083361038146977,-0.0327538433803485,-0.022270510559849337,6.712918482650184e-05,0.0016093946646475036,0.01968585129972044,-0.02883911499308543
ecg_mean,-0.3153437550918281,-0.3350893263342858,-0.3350893263342858,-0.3350893263342858,-0.3350893263342858,1.0,-0.022209929344913334,-0.02630993128746143,-0.2547480492948875,-0.281222984874866,0.16275891767963735,0.0061404211565946505,0.008267646847364411,0.003825676696005649,0.018936091095712766,0.3675596537549211,-0.0004784534232191815,0.03308270511335925,0.20136959330557253,-0.07505751195378738,-0.036930510053059994,0.0009114679609883587,0.002713649123869176,0.13007317660940013,0.11043610985443025,-0.06220895176003029,-0.12507829142437424,0.08185547657460292,0.049471437867084155,-0.003793821604861188,0.0569540123232326,-0.20315178301632864,-0.054872338008868586,0.0018905674163947532,0.004933664219417386,0.039240314702103825,0.01020771728972226,0.013687282234467002,-0.06371696853272739,-0.15512736635987331,-0.03281560808678078,0.005781889501331733,-0.019775056079191475,0.002707129306762775,0.0007301870761991106,0.09202628932768438,0.00108546979446129,0.052681854433783565,0.03986216738243075,-0.02937167039642404,0.05082201866045781,-0.016635053875267408,0.24853076005008506,-0.007480692086774561,-0.023386321213677796,0.03276374612811614,0.046828704777819204,0.008177908354387971,-0.033678903282112,-0.041031326400039696,0.019607344521791623,-0.016406856548882055,-0.010042994243371477,0.022799718909890597,0.023112656228261644,0.059218060788786275,0.030003228202245564,0.050367512641695894,-0.0003576426495669113,0.02188460527925764,0.13623920184660085,0.02727374590355164,0.03180531883188518,0.022293058489670805,0.02980048028820487,0.1067103104326179,-0.008240682717104248,-0.18569687231754511,-0.017472902128318632,-0.004927372682879343,-0.026316538297298558,-0.1312372296829328,0.011191234576031266,0.014067277549631845,0.0069132833511321,0.02105693189841587,-0.02549164294636751,-0.019938577713355304,0.0026161698800213616,0.05488146486882913
ecg_std,-0.06260800993426462,-0.04952470205534244,-0.04952470205534244,-0.04952470205534244,-0.04952470205534244,-0.022209929344913334,1.0,0.4773411340912349,0.24270710796018735,-0.06603161733979943,0.09649853085445025,-0.01637924545860633,-0.004703167518522496,-0.006570279391941585,0.04904209310881305,-0.06035340304526881,0.24682430178081763,0.3743094613957041,0.1288887821372562,0.022767897295005942,0.10844511089911965,0.007212083605269388,0.02080175630203536,-0.28576023719941585,-0.23816956774593967,-0.10601003898561635,0.20395256436369535,-0.2668281979421029,-0.2008886024864741,0.10663449439438955,-0.06607680276025392,0.12087483515132216,0.026208861983791125,-0.002025621163281489,0.0009772704747866038,-0.06814957368346915,0.01868682839631129,-0.009060280434575171,-0.04401067877780826,-0.05511215437256119,0.004674132117283468,-0.013962965077626538,-0.0041517927668427755,-0.03177876415260058,-0.0020266416761549723,0.09502543941362401,0.004457803126085611,0.04233005450993344,0.004543873991550393,-0.011669494569208964,0.008894853415771963,0.01783986891000751,0.0031309854692358374,0.007853236495100517,-0.027977527171458953,-0.0029525114892410003,0.02994498755296818,-0.029729226048906644,0.006349912799498533,-0.04892520824604236,-0.035741196260343104,-0.021309541153688313,-0.03417371897811858,0.006050121474403814,0.004247006453707111,-0.017201010052864295,-0.011149777086048645,-0.02508144018444159,-0.012770822915182436,0.01398446067475263,-0.03574408672967052,-0.008799682293809659,0.008662681252109629,-0.008300289806017056,-0.008914800985895798,-0.042752039267862085,0.0005066604190387431,-0.2337600950566128,0.008114677085309505,-0.06845315155152462,0.006065023251434366,0.19896637154397168,0.019118979930197278,0.019700149234388776,0.03732751459242373,0.024764232073596005,0.014305950762848298,0.009924583502347144,-0.018769297681006453,0.08584462815834344
bp_mean,0.18193977310936663,0.18366531828616053,0.18366531828616053,0.18366531828616053,0.18366531828616053,-0.02630993128746143,0.4773411340912349,1.0,0.40720591688863705,0.10419979691942471,-0.09672124941907566,-0.020171237510987518,-0.011385952860326077,0.005722999459378351,-0.0040596708708924775,-0.29341106313281523,0.39537984548101107,0.23647386425246872,-0.17044915703930882,-0.06904367844104373,0.24328502813157313,0.011239898399487592,0.0371731298550139,-0.250868883366418,-0.1422887344798886,-0.0784304794433981,0.18881485105627546,-0.27636699611510995,-0.16683018427603175,-0.017133936289976486,-0.026457469549241153,0.027241151626511324,-0.008286035409302298,-0.009693405606990337,-0.0006673328694799822,0.03883756820455224,0.007242263636847916,0.023827941471851476,-0.049039460066796235,-0.029320103904879317,-0.004614121861854721,-0.022874227741896194,0.02361378722685442,-0.04518772233784602,0.006482273008289801,0.0687443841626995,-0.009958921877425302,0.027421986227937446,0.00280549795690422,-0.02628218024658125,-0.05675636602327657,0.01306363772570738,0.15455317606961666,0.02256129042425462,-0.024371687772861198,0.03912534297185961,0.050834061393208764,-0.015186038545364931,-0.0029536790938936006,-0.10507149729302856,0.02556669513513594,-0.02564595826957873,-0.014191000401641285,-0.024885967641020617,-0.02530321739787605,-0.008357869250946866,-0.03729589896741602,-0.06468530133448823,-0.011370055874310617,-0.0065490305067610775,-0.19800274023181436,-0.007334825001786254,-0.03615773646713885,-0.02655496666844236,-0.050350736337563644,-0.1332720577903851,0.009507333745491708,-0.17077054526778343,-0.02155131771358174,-0.02853023433898477,0.004753666872745854,0.1417892433488574,0.012547296259724167,0.027449073290275437,0.006344202084878341,0.044460931466542314,-0.01916410644421875,-0.019118979930197278,0.001746981856599867,0.04712610309494369
bp_std,-0.023310123517714224,-0.018248856544420565,-0.018248856544420565,-0.018248856544420565,-0.018248856544420565,-0.2547480492948875,0.24270710796018735,0.40720591688863705,1.0,0.07953252349593973,-0.1690738428617384,-0.0096308739029772,0.0045092387577420285,0.0026960103672028454,0.10696389216809025,-0.27555594022686475,0.25712224394122934,0.3220894877830552,-0.10401316845921706,-0.09808732893955564,0.06812288611144529,0.01183546404570997,0.041037888582079636,0.1683286145079625,0.248640853230406,-0.052827616309783325,0.25085945773933943,0.08886991844680779,0.09002907265362076,0.10073320411153491,0.14510462955011785,0.022127098853734865,0.23561685035522228,0.011958657948518506,0.10066232479996175,-0.03448058435695222,-0.011921421624441014,-0.005647773494578931,0.006643317606842612,0.043551600045934065,0.005447597631698421,0.003725444257637817,-0.023241094877945734,0.024904256002929746,-0.012949644239549052,-0.026947190961053403,-0.017061898962488428,-0.016574481291232193,-0.0052323397478459075,-0.015567931914232313,-0.04766147842274212,0.018175495966201573,-0.1250919084275589,-0.019431917247838854,-0.015722836709398804,0.02586643570677322,-0.01336736480019684,0.00020023229171542935,0.020740396465707422,-0.19884799419080693,-0.039065612012608594,-0.011966126955532667,-0.028786474435106183,-0.024424012553073526,-0.018150364423211444,-0.04620158451048207,-0.01767313437930395,-0.04267549750379224,0.01564686588207883,0.004234064401217412,-0.16197188511155103,-0.03213201354949179,-0.03254301667459189,-0.011027315002607938,-0.033907549903712364,-0.07775426420155936,-0.017360570240592225,0.22005643144883122,-0.01325748541989527,0.03738830657323976,0.020162104322335866,0.11967427685756471,-0.00047685686497764057,0.02789612660119197,-0.01581835104551892,0.03893998796709765,-0.003450931466602961,-0.009373217752216747,0.004466421593967148,0.029515335554398968
eeg_c4_a1_mean,0.1037308080129318,0.10518984284745425,0.10518984284745425,0.10518984284745425,0.10518984284745425,-0.281222984874866,-0.06603161733979943,0.10419979691942471,0.07953252349593973,1.0,-0.3251024741485579,-0.004058042512862636,-0.0008244506934478725,0.0,0.0,-0.005546270241548427,-0.05334012458193694,0.0,0.0,0.20462264513677306,-0.11754423443173957,-3.080788801808763e-05,0.00042364674644002076,-0.017548460280149666,-0.06891890578182212,-0.04283781627684234,-0.06944691828938221,0.17554676013520942,0.051294721935511815,0.0,0.0,0.0,0.0,0.0,0.0,0.024869909726548973,0.0,0.0,-0.004663073752209201,-0.011401575470277163,0.0,0.0,0.0,0.0,0.0,-0.07352354273309604,0.0,-0.012717109309576813,-0.019052673722809593,0.0,-0.07508446157657309,0.0,-0.06956532622910246,0.0,0.0,0.0,0.0,0.0,0.0,-0.07787648548342498,0.014728990643352546,0.0,0.0,-0.035277429473315774,-0.034734997828476215,-0.05054168062585883,-0.04786877826139119,-0.08879641679484021,0.03004683861236286,0.0,-0.25722129216395484,-0.024619403129856887,-0.04814278386105571,-0.031383545165717494,-0.0334018623339712,-0.16469243081107898,0.0,0.16414416057107947,0.05044443089823765,0.06372667786642132,0.0,0.1512750300640368,0.0,0.0,0.0,0.0,0.035482892904988766,0.0,0.0013537131652730245,0.0203878982570164
