column,dtype,non_null_count,missing_count,missing_pct,n_unique
eeg_bandpower_alpha,float64,457652,0,0.0,457578
eeg_bandpower_beta,float64,457652,0,0.0,457578
eeg_bandpower_delta,float64,457652,0,0.0,457578
eeg_bandpower_theta,float64,457652,0,0.0,457578
eeg_channel,object,457652,0,0.0,1
eeg_mean,float64,457652,0,0.0,450875
eeg_rel_power_alpha,float64,457652,0,0.0,457579
eeg_rel_power_beta,float64,457652,0,0.0,457579
eeg_rel_power_delta,float64,457652,0,0.0,457579
eeg_rel_power_theta,float64,457652,0,0.0,457579
eeg_rms,float64,457652,0,0.0,457584
eeg_spectral_entropy,float64,457652,0,0.0,457579
eeg_std,float64,457652,0,0.0,457585
eeg_theta_alpha_ratio,float64,457652,0,0.0,457579
eeg_var,float64,457652,0,0.0,457578
eeg_zero_crossing_rate,float64,457652,0,0.0,2965
epoch_end_sample,int64,457652,0,0.0,2880
epoch_end_sec,float64,457652,0,0.0,2880
epoch_index,int64,457652,0,0.0,2880
epoch_start_sample,int64,457652,0,0.0,2880
epoch_start_sec,float64,457652,0,0.0,2880
hypnogram_file,object,457652,0,0.0,197
recording_id,object,457652,0,0.0,197
sfreq_hz,float64,457652,0,0.0,1
sleep_stage,object,457652,0,0.0,5
sleep_stage_n1,float64,457652,0,0.0,2
sleep_stage_n2,float64,457652,0,0.0,2
sleep_stage_n3,float64,457652,0,0.0,2
sleep_stage_rem,float64,457652,0,0.0,2
sleep_stage_w,float64,457652,0,0.0,2
source_file,object,457652,0,0.0,197
subject_id,object,457652,0,0.0,197
