,epoch_index,epoch_start_sample,epoch_end_sample,epoch_start_sec,epoch_end_sec,ecg_mean,ecg_std,bp_mean,bp_std,eeg_c4_a1_mean,eeg_c4_a1_std,resp_sum_mean,resp_sum_std,eeg_o2_a1_mean,eeg_o2_a1_std,resp_nasal_mean,resp_nasal_std,eeg_c3_o1_mean,eeg_c3_o1_std,resp_chest_mean,resp_chest_std,eog_mean,eog_std,emg_mean,emg_std,resp_abdominal_mean,resp_abdominal_std,eog_right_mean,eog_right_std,sv_mean,sv_std,so2_mean,so2_std,resp_abdomen_mean,resp_abdomen_std
epoch_index,1.0,0.9989228743806376,0.9989228743675628,0.9989228743806386,0.998922874367562,-0.23446386548901058,-0.0636964387827539,0.22460913622738068,-0.010030526119219299,0.21789682679184927,-0.06734646683760932,-0.4145784592283915,-0.27942072835742404,-0.05748283742048671,-0.19567242746179198,-0.2462545764949973,-0.09801099080672254,0.11138351328727922,-0.15526804065549732,0.36343334658962484,0.3310738909912748,-0.19778970525215317,-0.27736397947787655,-0.0035574360901895075,0.23626164985842285,0.06722648144408894,0.0954385761669597,-0.015518363989069524,-0.06364124863000227,-0.23451030733488917,-0.15452328917431485,-0.005485366434081404,-0.057543787468354375,-0.09718198492262217,-0.32095434546648416
epoch_start_sample,0.9989228743806376,1.0,1.0000000000000007,1.0000000000000007,1.0000000000000033,-0.24998035967382992,-0.05328087129703079,0.2253741367302841,-0.01052986837849915,0.2181382329264387,-0.06978542284648212,-0.41457846005774573,-0.27942073205751633,-0.057482837420486675,-0.19567242746179211,-0.23284137100122704,-0.10309174341948979,0.11250947715436882,-0.13610995504078355,0.36343334579850467,0.3310738900357724,-0.1977897052521532,-0.2773639794778766,0.0006503818428600034,0.239792914762858,0.06428205609355916,0.09097344445860404,-0.011690098950934468,-0.06289186630953346,-0.2158734205973412,-0.19115308322306493,-0.004312118333725023,-0.05063479770175248,-0.0971819849226222,-0.32095434546648444
epoch_end_sample,0.9989228743675628,1.0000000000000007,1.0,1.0000000000000016,1.0,-0.24998035984771233,-0.05328087128857287,0.22537413684268795,-0.010529868605373078,0.2181382335465201,-0.0697854242996055,-0.41457845922839154,-0.279420728357424,-0.057482837420486675,-0.19567242746179211,-0.23284137122000792,-0.10309174332602365,0.11250947786935449,-0.13610995503359324,0.36343334658962523,0.33107389099127504,-0.1977897052521532,-0.2773639794778766,0.0006503818428600034,0.239792914762858,0.06428205609355903,0.09097344445860397,-0.011690098950934211,-0.06289186630953347,-0.2158734214411463,-0.1911530841300331,-0.004312118561161526,-0.05063479741971305,-0.0971819849226222,-0.32095434546648444
epoch_start_sec,0.9989228743806386,1.0000000000000007,1.0000000000000016,1.0,1.0000000000000002,-0.2499803596738301,-0.053280871297031386,0.22537413673028334,-0.010529868378499152,0.21813823292643916,-0.06978542284648227,-0.414578460057746,-0.2794207320575164,-0.05748283742048675,-0.1956724274617921,-0.23284137100122676,-0.10309174341948903,0.11250947715436944,-0.13610995504078272,0.3634333457985046,0.3310738900357722,-0.19778970525215323,-0.2773639794778766,0.0006503818428601056,0.23979291476285838,0.06428205609355923,0.09097344445860388,-0.01169009895093452,-0.06289186630953349,-0.21587342059734085,-0.19115308322306496,-0.004312118333724974,-0.05063479770175283,-0.09718198492262224,-0.3209543454664842
epoch_end_sec,0.998922874367562,1.0000000000000033,1.0,1.0000000000000002,1.0,-0.24998035984771244,-0.053280871288573214,0.22537413684268776,-0.010529868605373149,0.2181382335465204,-0.06978542429960552,-0.4145784592283913,-0.27942072835742393,-0.05748283742048675,-0.19567242746179211,-0.23284137122000798,-0.10309174332602414,0.11250947786935503,-0.13610995503359336,0.3634333465896253,0.33107389099127493,-0.19778970525215323,-0.2773639794778766,0.0006503818428601056,0.23979291476285838,0.06428205609355923,0.09097344445860388,-0.01169009895093452,-0.06289186630953349,-0.21587342144114616,-0.19115308413003337,-0.004312118561161476,-0.050634797419713364,-0.09718198492262224,-0.3209543454664842
ecg_mean,-0.23446386548901058,-0.24998035967382992,-0.24998035984771233,-0.2499803596738301,-0.24998035984771244,1.0,-0.039900412622273985,-0.026678045607678984,-0.16649087030956372,-0.9941609522840262,0.4051382087522584,0.30473906359841535,0.24011666932579098,0.05860391936188098,0.11445694136989563,0.5002124752947603,0.08923859921468673,-0.1279055401303102,0.19715132168118074,-0.4276846166337642,-0.0475719880330431,0.19606706978266003,0.5502167623789612,0.7689414128261467,0.782010940228107,0.15156284923577698,-0.46509342177868573,0.9323427582462221,0.18286396829626422,0.15807122857269587,0.26675893205723356,-0.02458300003985712,-0.1180518166379979,0.10731715101241901,0.29013439851231787
ecg_std,-0.0636964387827539,-0.05328087129703079,-0.05328087128857287,-0.053280871297031386,-0.053280871288573214,-0.039900412622273985,1.0,0.4526304374400041,0.24000429191798003,-0.026942751493973665,0.18062751052273418,-0.15553692719538575,0.14967485407212705,0.0016058210879215543,0.43897346461322495,-0.040831018223632796,0.07159639937374897,0.5209854082916493,0.16658581411708273,0.2912175690439597,0.45996565006085155,0.1355653280776499,0.3885839737395597,-0.8284271731629583,-0.5577724857474431,-0.40592554635186645,0.501931074388595,-0.7814286857602235,-0.27700790564543765,0.08241667654543157,-0.24920507062116526,0.19420757572212088,0.16874071455676293,0.04670839159091579,0.10659743300714454
bp_mean,0.22460913622738068,0.2253741367302841,0.22537413684268795,0.22537413673028334,0.22537413684268776,-0.026678045607678984,0.4526304374400041,1.0,0.3464951712535232,0.47066826109163584,-0.5704083157695984,-0.45478403055425237,-0.028470059303203503,0.027339305664804886,-0.06016138884821044,-0.29257030971406195,0.3705561245203855,0.3605417278140866,-0.15067514358026926,0.30468038299918776,0.5313752533270593,0.1290836049355305,0.7225348217591973,-0.6825758882286959,-0.24687758376527086,-0.25260553730739405,0.4694239467601673,-0.7994296599377199,-0.15007538063174408,-0.21320099859577138,-0.20209347873164232,-0.07610433473522357,0.0072355762271695025,-0.05085446277689432,0.1346467827966028
bp_std,-0.010030526119219299,-0.01052986837849915,-0.010529868605373078,-0.010529868378499152,-0.010529868605373149,-0.16649087030956372,0.24000429191798003,0.3464951712535232,1.0,-0.030125745317300365,-0.2114572864899553,-0.07092180580758524,0.3699542038073988,-0.00622059546812022,0.3553735725733713,-0.20299352305488635,0.30445092106311616,0.3034239056275262,-0.08315396566704812,0.041130122790931,0.30970405175203075,0.061889748037349625,0.5913831615580779,0.2823425793140248,0.5613580184706236,-0.3117757724915578,0.4559038810659848,0.24716305453284607,0.14293909748496583,0.24459079264672928,0.13083642230190784,0.24295731332855688,0.3102270087930639,-0.024868387495140098,0.5497845460024848
eeg_c4_a1_mean,0.21789682679184927,0.2181382329264387,0.2181382335465201,0.21813823292643916,0.2181382335465204,-0.9941609522840262,-0.026942751493973665,0.47066826109163584,-0.030125745317300365,1.0,-0.375222123537146,-0.17793575502226783,0.033695881464140175,,,0.668254583418706,0.48940767922989536,,,-0.06090891626962028,0.17320107520501427,0.13254622792981471,0.055087940007242354,-0.9841208817246977,-0.8199467880653781,0.02846019025372555,-0.04825971268809699,0.025486253768820123,0.052419503155159225,,,,,,
