,epoch_index,epoch_start_sample,epoch_end_sample,epoch_start_sec,epoch_end_sec,ecg_mean,ecg_std,bp_mean,bp_std,eeg_c4_a1_mean,eeg_c4_a1_std,resp_sum_mean,resp_sum_std,eeg_o2_a1_mean,eeg_o2_a1_std,resp_nasal_mean,resp_nasal_std,eeg_c3_o1_mean,eeg_c3_o1_std,resp_chest_mean,resp_chest_std,eog_mean,eog_std,emg_mean,emg_std,resp_abdominal_mean,resp_abdominal_std,eog_right_mean,eog_right_std,sv_mean,sv_std,so2_mean,so2_std,resp_abdomen_mean,resp_abdomen_std
epoch_index,1.0,0.9983641559951507,0.9983641559951507,0.9983641559951507,0.9983641559951507,-0.31534355290412164,-0.06260800993426462,0.18193977310936663,-0.023310123517714224,0.29441473524564116,-0.06208610707570112,-0.40196417415065844,-0.32203515561303697,-0.07354417489459483,-0.3024636674385828,-0.13454676964293272,-0.10595765605890141,0.07315837465043404,-0.1522903093617913,0.2749244921196556,0.21902664198943703,-0.16822866382004217,-0.358155921834246,-0.11599766251327227,0.1227522416978306,0.011232495265378114,0.02061117663657421,-0.03119580301847897,-0.09907498836879601,-0.21234180363152239,-0.11059325679851134,0.2281912492312139,-0.11430581429657499,-0.10209846811827367,-0.31163950316269123
epoch_start_sample,0.9983641559951507,1.0,1.0,1.0,1.0,-0.33508911781616674,-0.04952470205534244,0.18366531828616053,-0.018248856544420565,0.2959930098578225,-0.06538017876027338,-0.40196417415065844,-0.32203515561303697,-0.07354417489459483,-0.3024636674385828,-0.1229307998097096,-0.10964846695688264,0.0752193975039559,-0.12882118068761378,0.2749244921196556,0.21902664198943703,-0.16822866382004217,-0.358155921834246,-0.1118591984844973,0.12675637944711807,0.009230732754976406,0.015157392927246664,-0.027633517529255087,-0.0969162330532649,-0.1858699974499108,-0.1502276611228238,0.23232142497889355,-0.10608486632070101,-0.10209846811827367,-0.31163950316269123
epoch_end_sample,0.9983641559951507,1.0,1.0,1.0,1.0,-0.33508911781616674,-0.04952470205534244,0.18366531828616053,-0.018248856544420565,0.2959930098578225,-0.06538017876027338,-0.40196417415065844,-0.32203515561303697,-0.07354417489459483,-0.3024636674385828,-0.1229307998097096,-0.10964846695688264,0.0752193975039559,-0.12882118068761378,0.2749244921196556,0.21902664198943703,-0.16822866382004217,-0.358155921834246,-0.1118591984844973,0.12675637944711807,0.009230732754976406,0.015157392927246664,-0.027633517529255087,-0.0969162330532649,-0.1858699974499108,-0.1502276611228238,0.23232142497889355,-0.10608486632070101,-0.10209846811827367,-0.31163950316269123
epoch_start_sec,0.9983641559951507,1.0,1.0,1.0,1.0,-0.33508911781616674,-0.04952470205534244,0.18366531828616053,-0.018248856544420565,0.2959930098578225,-0.06538017876027338,-0.40196417415065844,-0.32203515561303697,-0.07354417489459483,-0.3024636674385828,-0.1229307998097096,-0.10964846695688264,0.0752193975039559,-0.12882118068761378,0.2749244921196556,0.21902664198943703,-0.16822866382004217,-0.358155921834246,-0.1118591984844973,0.12675637944711807,0.009230732754976406,0.015157392927246664,-0.027633517529255087,-0.0969162330532649,-0.1858699974499108,-0.1502276611228238,0.23232142497889355,-0.10608486632070101,-0.10209846811827367,-0.31163950316269123
epoch_end_sec,0.9983641559951507,1.0,1.0,1.0,1.0,-0.33508911781616674,-0.04952470205534244,0.18366531828616053,-0.018248856544420565,0.2959930098578225,-0.06538017876027338,-0.40196417415065844,-0.32203515561303697,-0.07354417489459483,-0.3024636674385828,-0.1229307998097096,-0.10964846695688264,0.0752193975039559,-0.12882118068761378,0.2749244921196556,0.21902664198943703,-0.16822866382004217,-0.358155921834246,-0.1118591984844973,0.12675637944711807,0.009230732754976406,0.015157392927246664,-0.027633517529255087,-0.0969162330532649,-0.1858699974499108,-0.1502276611228238,0.23232142497889355,-0.10608486632070101,-0.10209846811827367,-0.31163950316269123
ecg_mean,-0.31534355290412164,-0.33508911781616674,-0.33508911781616674,-0.33508911781616674,-0.33508911781616674,1.0,-0.022210068648868302,-0.026310120541685002,-0.25474818567406915,-0.7790528104490553,0.2948336024061048,0.2598582837819884,0.40137751645065634,0.03912902291272109,0.4222853916769067,0.38503719957913596,0.04796134371502913,-0.10144149739561298,0.26691722854039046,-0.7269851531196015,-0.01762621219278033,0.20875120171298725,0.46505682865687936,0.7485572120523339,0.7085145699988701,-0.04008317108133919,-0.3981219805329887,0.662169881916676,0.40832505412360504,0.24522959831335853,-0.14172793141215526,-0.2716028438314262,-0.04690992216408668,0.11052131943681112,0.3257472045406853
ecg_std,-0.06260800993426462,-0.04952470205534244,-0.04952470205534244,-0.04952470205534244,-0.04952470205534244,-0.022210068648868302,1.0,0.4773411340912349,0.24270710796018735,-0.17904327973092116,0.2609405739318319,-0.18375714175203617,-0.018605023815049342,0.00126389523374448,0.48910765950966956,-0.09059037835799465,0.2600464446846368,0.42452582209804146,0.2407647399370287,0.20336730839760678,0.4603118125777596,0.10060235781237829,0.30373485914050447,-0.6521517972978452,-0.5778463527564306,-0.32661422319229744,0.43265893486658646,-0.6701223664325522,-0.4968727597875604,0.23623017116015513,-0.24643399557464957,0.20393280713168224,0.04980503518836048,-0.06420513025491391,0.05154337333746365
bp_mean,0.18193977310936663,0.18366531828616053,0.18366531828616053,0.18366531828616053,0.18366531828616053,-0.026310120541685002,0.4773411340912349,1.0,0.40720591688863705,0.45718476555087556,-0.413495361795444,-0.48113693377095557,-0.1759346439898772,0.03198111770976093,0.19395766712349627,-0.35186379096923864,0.4677148862781094,0.28378195503184667,-0.19198305631005266,-0.013022949199276499,0.5742272328099964,0.1445822619213162,0.8052028567917082,-0.5140229517823872,-0.17156310509147332,-0.2645877114204304,0.4376550796802286,-0.6315071339128107,-0.3984268761758618,-0.12071764438747193,-0.09525105096891548,0.04395543179971514,-0.028120667191233628,-0.07108910495338402,0.0451530382820541
bp_std,-0.023310123517714224,-0.018248856544420565,-0.018248856544420565,-0.018248856544420565,-0.018248856544420565,-0.25474818567406915,0.24270710796018735,0.40720591688863705,1.0,0.1353727347381087,-0.2734907539228226,-0.12482511686503332,-0.014992430019118345,-0.003966803715547434,0.5006212882594793,-0.31269687492242426,0.29315182143865204,0.3849801430511139,-0.1295243415593494,-0.2990775981188335,0.30193989432123247,0.04961975394964813,0.6455393355091562,0.355730349895548,0.5675593538325872,-0.13041644291419668,0.5501313782672121,0.25995891178913094,0.2609978320994794,0.14207839084376714,0.19110605238984343,-0.06107310826623337,0.491389366776382,0.012444915211895316,0.6083539016517941
eeg_c4_a1_mean,0.29441473524564116,0.2959930098578225,0.2959930098578225,0.2959930098578225,0.2959930098578225,-0.7790528104490553,-0.17904327973092116,0.45718476555087556,0.1353727347381087,1.0,-0.3590566650846411,-0.16410392423388478,-0.06116820829051045,,,0.46748247272814647,0.2808807571221856,,,-0.017815346379166725,0.12873315216649142,0.12505991486979237,0.04809843094948722,-0.45461056842239894,-0.4351458758203099,0.003320176314400214,-0.11383126849421468,0.21791595097590935,0.009683148124500638,,,,,,
eeg_c4_a1_std,-0.06208610707570112,-0.06538017876027338,-0.06538017876027338,-0.06538017876027338,-0.06538017876027338,0.2948336024061048,0.2609405739318319,-0.413495361795444,-0.2734907539228226,-0.3590566650846411,1.0,0.45894583872072847,0.29956072008752443,,,0.5534106181771582,0.018874381816462695,,,0.02350161821136435,0.46569801581340725,-0.11543803061370418,-0.33491922598970353,-0.36603191766993837,-0.02733155504195504,0.11958177543207156,-0.1575023363581568,0.01155180696638301,0.2297008724247066,,,,,,
resp_sum_mean,-0.40196417415065844,-0.40196417415065844,-0.40196417415065844,-0.40196417415065844,-0.40196417415065844,0.2598582837819884,-0.18375714175203617,-0.48113693377095557,-0.12482511686503332,-0.16410392423388478,0.45894583872072847,1.0,0.37207892672037485,,,,,,,,,,,,,,,,,,,,,,
resp_sum_std,-0.32203515561303697,-0.32203515561303697,-0.32203515561303697,-0.32203515561303697,-0.32203515561303697,0.40137751645065634,-0.018605023815049342,-0.1759346439898772,-0.014992430019118345,-0.06116820829051045,0.29956072008752443,0.37207892672037485,1.0,,,,,,,,,,,,,,,,,,,,,,
eeg_o2_a1_mean,-0.07354417489459483,-0.07354417489459483,-0.07354417489459483,-0.07354417489459483,-0.07354417489459483,0.03912902291272109,0.00126389523374448,0.03198111770976093,-0.003966803715547434,,,,,1.0,-0.0651027866605756,0.10539066955284732,0.02487284909395462,,,,,,,,,,,,,,,,,,
eeg_o2_a1_std,-0.3024636674385828,-0.3024636674385828,-0.3024636674385828,-0.3024636674385828,-0.3024636674385828,0.4222853916769067,0.48910765950966956,0.19395766712349627,0.5006212882594793,,,,,-0.0651027866605756,1.0,0.07872855088212338,0.6060438556418456,,,,,,,,,,,,,,,,,,
resp_nasal_mean,-0.13454676964293272,-0.1229307998097096,-0.1229307998097096,-0.1229307998097096,-0.1229307998097096,0.38503719957913596,-0.09059037835799465,-0.35186379096923864,-0.31269687492242426,0.46748247272814647,0.5534106181771582,,,0.10539066955284732,0.07872855088212338,1.0,-0.19439825245247325,-0.5840770800014767,0.4977762764222126,-0.03076044761477063,-0.43430155442716445,-0.012500529162678308,0.05713310300563984,0.3887765943637939,0.22348273459018117,0.18091748502746607,-0.4589171687249474,0.6686111656081294,0.44916413554973383,0.49303232912348216,-0.5557895439551248,-0.1329884484905213,-0.05672728834232212,-0.20150290288089695,-0.0958490302079482
resp_nasal_std,-0.10595765605890141,-0.10964846695688264,-0.10964846695688264,-0.10964846695688264,-0.10964846695688264,0.04796134371502913,0.2600464446846368,0.4677148862781094,0.29315182143865204,0.2808807571221856,0.018874381816462695,,,0.02487284909395462,0.6060438556418456,-0.19439825245247325,1.0,0.22439558689420633,-0.08413850964843449,0.47024441636214487,0.4356423226494607,0.022706882118966015,0.33993909516721516,-0.3698034644701984,-0.33117722256910437,0.3012819306612682,0.39456451203678694,-0.3854558182913182,-0.1433080571411275,-0.15259010277461943,0.09758575875695887,-0.10034227629124448,0.3566496304976329,0.07234119093062065,0.43567695582224975
eeg_c3_o1_mean,0.07315837465043404,0.0752193975039559,0.0752193975039559,0.0752193975039559,0.0752193975039559,-0.10144149739561298,0.42452582209804146,0.28378195503184667,0.3849801430511139,,,,,,,-0.5840770800014767,0.22439558689420633,1.0,-0.06748578723901048,0.3341664222831185,0.2918769821771564,,,0.005584237014748294,-0.095645070083335,-0.286902142296931,0.4183216336693557,0.11265018068313691,0.2184926032656367,-0.5627999722194656,0.374127319125269,-0.03285902790054411,-0.008575874280104227,0.0030207948197815593,-0.16773655231680873
eeg_c3_o1_std,-0.1522903093617913,-0.12882118068761378,-0.12882118068761378,-0.12882118068761378,-0.12882118068761378,0.26691722854039046,0.2407647399370287,-0.19198305631005266,-0.1295243415593494,,,,,,,0.4977762764222126,-0.08413850964843449,-0.06748578723901048,1.0,-0.09453540583529649,-0.18640500795298515,,,-0.007017424561977678,0.1536232842185292,0.27832133806125936,-0.27326947266735535,0.19075818445617387,0.6606859230069074,0.33060624039371994,-0.32402980969433504,-0.024721585609980126,-0.01277146181216478,-0.2321615220888751,0.1354321345417845
resp_chest_mean,0.2749244921196556,0.2749244921196556,0.2749244921196556,0.2749244921196556,0.2749244921196556,-0.7269851531196015,0.20336730839760678,-0.013022949199276499,-0.2990775981188335,-0.017815346379166725,0.02350161821136435,,,,,-0.03076044761477063,0.47024441636214487,0.3341664222831185,-0.09453540583529649,1.0,0.08797147439631962,-0.01634873663268349,0.2533067500580371,0.45677822343882024,0.1501548319046607,,,-0.08660678131378657,0.08741191623291301,0.45952116500061707,0.11693200049364433,-0.10196840676292732,0.1557139331111934,,
resp_chest_std,0.21902664198943703,0.21902664198943703,0.21902664198943703,0.21902664198943703,0.21902664198943703,-0.01762621219278033,0.4603118125777596,0.5742272328099964,0.30193989432123247,0.12873315216649142,0.46569801581340725,,,,,-0.43430155442716445,0.4356423226494607,0.2918769821771564,-0.18640500795298515,0.08797147439631962,1.0,-0.09925862603434951,0.16487730270794357,-0.40931472553406906,0.24628694673373164,,,0.08119655798919324,0.11442431082457857,0.29020116006417374,-0.16055781809206468,-0.49179316302603976,0.38649265704060226,,
eog_mean,-0.16822866382004217,-0.16822866382004217,-0.16822866382004217,-0.16822866382004217,-0.16822866382004217,0.20875120171298725,0.10060235781237829,0.1445822619213162,0.04961975394964813,0.12505991486979237,-0.11543803061370418,,,,,-0.012500529162678308,0.022706882118966015,,,-0.01634873663268349,-0.09925862603434951,1.0,0.16905074362733213,0.12655659172824718,0.075732395270244,,,,,,,,,,
eog_std,-0.358155921834246,-0.358155921834246,-0.358155921834246,-0.358155921834246,-0.358155921834246,0.46505682865687936,0.30373485914050447,0.8052028567917082,0.6455393355091562,0.04809843094948722,-0.33491922598970353,,,,,0.05713310300563984,0.33993909516721516,,,0.2533067500580371,0.16487730270794357,0.16905074362733213,1.0,0.6221169208919963,0.5678979639213972,,,,,,,,,,
emg_mean,-0.11599766251327227,-0.1118591984844973,-0.1118591984844973,-0.1118591984844973,-0.1118591984844973,0.7485572120523339,-0.6521517972978452,-0.5140229517823872,0.355730349895548,-0.45461056842239894,-0.36603191766993837,,,,,0.3887765943637939,-0.3698034644701984,0.005584237014748294,-0.007017424561977678,0.45677822343882024,-0.40931472553406906,0.12655659172824718,0.6221169208919963,1.0,0.7756665154266777,0.17162212905755433,0.25641724973581836,0.6794355338575196,0.4099643916556623,,,,,,
emg_std,0.1227522416978306,0.12675637944711807,0.12675637944711807,0.12675637944711807,0.12675637944711807,0.7085145699988701,-0.5778463527564306,-0.17156310509147332,0.5675593538325872,-0.4351458758203099,-0.02733155504195504,,,,,0.22348273459018117,-0.33117722256910437,-0.095645070083335,0.1536232842185292,0.1501548319046607,0.24628694673373164,0.075732395270244,0.5678979639213972,0.7756665154266777,1.0,0.252147356064143,0.2319712016372545,0.6226208567655366,0.4193536306176514,,,,,,
resp_abdominal_mean,0.011232495265378114,0.009230732754976406,0.009230732754976406,0.009230732754976406,0.009230732754976406,-0.04008317108133919,-0.32661422319229744,-0.2645877114204304,-0.13041644291419668,0.003320176314400214,0.11958177543207156,,,,,0.18091748502746607,0.3012819306612682,-0.286902142296931,0.27832133806125936,,,,,0.17162212905755433,0.252147356064143,1.0,0.12200757986058716,-0.033087809446912135,-0.005758935236862874,-0.3691225259158057,0.41945299437228606,-0.12346273264630742,0.12870467608771255,,
resp_abdominal_std,0.02061117663657421,0.015157392927246664,0.015157392927246664,0.015157392927246664,0.015157392927246664,-0.3981219805329887,0.43265893486658646,0.4376550796802286,0.5501313782672121,-0.11383126849421468,-0.1575023363581568,,,,,-0.4589171687249474,0.39456451203678694,0.4183216336693557,-0.27326947266735535,,,,,0.25641724973581836,0.2319712016372545,0.12200757986058716,1.0,0.03391531079933703,0.1156902809343958,-0.10306855068982948,0.3179552554722494,-0.24749300471042668,0.30357137864462125,,
eog_right_mean,-0.03119580301847897,-0.027633517529255087,-0.027633517529255087,-0.027633517529255087,-0.027633517529255087,0.662169881916676,-0.6701223664325522,-0.6315071339128107,0.25995891178913094,0.21791595097590935,0.01155180696638301,,,,,0.6686111656081294,-0.3854558182913182,0.11265018068313691,0.19075818445617387,-0.08660678131378657,0.08119655798919324,,,0.6794355338575196,0.6226208567655366,-0.033087809446912135,0.03391531079933703,1.0,0.48495183076719,,,,,,
eog_right_std,-0.09907498836879601,-0.0969162330532649,-0.0969162330532649,-0.0969162330532649,-0.0969162330532649,0.40832505412360504,-0.4968727597875604,-0.3984268761758618,0.2609978320994794,0.009683148124500638,0.2297008724247066,,,,,0.44916413554973383,-0.1433080571411275,0.2184926032656367,0.6606859230069074,0.08741191623291301,0.11442431082457857,,,0.4099643916556623,0.4193536306176514,-0.005758935236862874,0.1156902809343958,0.48495183076719,1.0,,,,,,
sv_mean,-0.21234180363152239,-0.1858699974499108,-0.1858699974499108,-0.1858699974499108,-0.1858699974499108,0.24522959831335853,0.23623017116015513,-0.12071764438747193,0.14207839084376714,,,,,,,0.49303232912348216,-0.15259010277461943,-0.5627999722194656,0.33060624039371994,0.45952116500061707,0.29020116006417374,,,,,-0.3691225259158057,-0.10306855068982948,,,1.0,-0.361225815588372,0.08093176760136597,0.17486981390307052,0.01164350024482128,0.2574180847980974
sv_std,-0.11059325679851134,-0.1502276611228238,-0.1502276611228238,-0.1502276611228238,-0.1502276611228238,-0.14172793141215526,-0.24643399557464957,-0.09525105096891548,0.19110605238984343,,,,,,,-0.5557895439551248,0.09758575875695887,0.374127319125269,-0.32402980969433504,0.11693200049364433,-0.16055781809206468,,,,,0.41945299437228606,0.3179552554722494,,,-0.361225815588372,1.0,0.09641044479854295,0.09134667694204725,0.11030347846072368,0.3971161052431725
so2_mean,0.2281912492312139,0.23232142497889355,0.23232142497889355,0.23232142497889355,0.23232142497889355,-0.2716028438314262,0.20393280713168224,0.04395543179971514,-0.06107310826623337,,,,,,,-0.1329884484905213,-0.10034227629124448,-0.03285902790054411,-0.024721585609980126,-0.10196840676292732,-0.49179316302603976,,,,,-0.12346273264630742,-0.24749300471042668,,,0.08093176760136597,0.09641044479854295,1.0,-0.5167443137067329,0.10510827096219759,0.3173693203961108
so2_std,-0.11430581429657499,-0.10608486632070101,-0.10608486632070101,-0.10608486632070101,-0.10608486632070101,-0.04690992216408668,0.04980503518836048,-0.028120667191233628,0.491389366776382,,,,,,,-0.05672728834232212,0.3566496304976329,-0.008575874280104227,-0.01277146181216478,0.1557139331111934,0.38649265704060226,,,,,0.12870467608771255,0.30357137864462125,,,0.17486981390307052,0.09134667694204725,-0.5167443137067329,1.0,0.05906388336514345,0.22930061055429538
resp_abdomen_mean,-0.10209846811827367,-0.10209846811827367,-0.10209846811827367,-0.10209846811827367,-0.10209846811827367,0.11052131943681112,-0.06420513025491391,-0.07108910495338402,0.012444915211895316,,,,,,,-0.20150290288089695,0.07234119093062065,0.0030207948197815593,-0.2321615220888751,,,,,,,,,,,0.01164350024482128,0.11030347846072368,0.10510827096219759,0.05906388336514345,1.0,-0.10693893457775824
resp_abdomen_std,-0.31163950316269123,-0.31163950316269123,-0.31163950316269123,-0.31163950316269123,-0.31163950316269123,0.3257472045406853,0.05154337333746365,0.0451530382820541,0.6083539016517941,,,,,,,-0.0958490302079482,0.43567695582224975,-0.16773655231680873,0.1354321345417845,,,,,,,,,,,0.2574180847980974,0.3971161052431725,0.3173693203961108,0.22930061055429538,-0.10693893457775824,1.0
