column,count,mean,median,mode,std,var,min,max,range,iqr,skewness,kurtosis
bp_mean,3781,98.11127788528194,98.10741115448393,30.471240950531,13.754007663978388,189.17272682077623,30.471240950531,148.62313699995326,118.15189604942226,15.956083592824484,-0.3110959272316175,0.5539575707950948
bp_std,3781,21.780052134425663,21.67637701765208,0.1365723301365893,4.726928176033915,22.34384998138331,0.1365723301365893,142.04749549911594,141.91092316897934,4.936518080882529,5.460184573899196,127.39486119494086
ecg_mean,3781,-0.1563595719448005,-0.0298442060988433,-0.8271818666666666,0.3315515075008963,0.10992640212611687,-0.8283584,0.1676936,0.996052,0.2760127999999999,-1.2210422032445154,-0.09375157168479742
ecg_std,3781,0.16092176473434983,0.1650587775775513,0.0037660954469523,0.05195388126678758,0.002699205778683461,0.0037660954469523,0.3529414716124033,0.349175376165451,0.08435390259380442,0.3240283113980135,-0.6324283839141196
eeg_c3_o1_mean,2606,0.002077871813756906,0.0005468848750956,-0.0046350311539367,0.006202410085987031,3.846989087475365e-05,-0.0202344691742695,0.0198798371596773,0.0401143063339468,0.007893750200778451,-0.48702714938290503,0.8955270692776796
eeg_c3_o1_std,2606,0.01382318006205191,0.0123260659338179,5.388564436447533e-05,0.00839691000489821,7.050809763035966e-05,5.388564436447533e-05,0.1046273111973847,0.10457342555302022,0.0084728998584713,2.8859174006054533,16.52023518029401
eeg_c4_a1_mean,976,-0.0029378255227644513,-0.0012333556283345998,-0.0012085658932607,0.014698385968631133,0.00021604255008285256,-0.0254414256500146,0.028251561432209,0.0536929870822236,0.019214692199853396,0.678469041603369,0.06265496427125372
eeg_c4_a1_std,976,0.016937760443637748,0.0128135325916649,0.0048005374511042,0.010388000955820136,0.00010791056385812005,0.0048005374511042,0.0596501961075492,0.054849658656445005,0.015320658329577025,1.0876299425090905,0.4673883110700081
eeg_o2_a1_mean,199,-0.00036678622025787695,-0.0004094618473895,-0.0017700401606425,0.0007048815918908872,4.968580585866313e-07,-0.0017700401606425,0.0080145542168674,0.009784594377509899,0.0002779598393574,8.67070139932628,101.77974539046014
eeg_o2_a1_std,199,0.011332818802189972,0.0084597754003055,0.004169528302419,0.00878373752914314,7.715404498087765e-05,0.004169528302419,0.0735738764505095,0.0694043481480905,0.005428090286422551,3.342624374680723,15.423917895576643
emg_mean,991,0.0047174565528067276,0.0080362057281942,-0.0016325320577982,0.0043934980458863624,1.9302825079207283e-05,-0.0021591510890471,0.0093388098300349,0.011497960919082,0.00965868583704565,-0.5361362115662446,-1.5241884236569179
emg_std,991,0.01273522671235036,0.0144121162044387,0.0007892434165463,0.005707320164527153,3.257350346041825e-05,0.0007892434165463,0.0260945141523254,0.025305270735779102,0.0102763426410085,-0.4047672191929728,-1.1081789961045867
eog_mean,130,-0.10291481034482754,-0.10294198275862065,-0.1021950574712643,0.0006954257444649677,4.836169660646545e-07,-0.1050386206896551,-0.1002715517241379,0.004767068965517193,0.0006504885057471016,0.2670142498361254,1.9898131305352695
eog_right_mean,861,0.02303859515769605,0.0329377537034108,0.0327937687806421,0.01567666368128795,0.00024575778417621267,-0.090306535025858,0.0518980968949338,0.1422046319207918,0.030641629282904696,-1.295011577562175,3.8150491741003405
eog_right_std,861,0.03413301154174141,0.0309518984647394,0.0083442454483421,0.02512002389886956,0.0006310156006797779,0.0083442454483421,0.3889286953181556,0.3805844498698135,0.014850750723492102,6.784140814963736,70.53645894944795
eog_std,130,0.02154034097951979,0.01906723096313965,0.0122310223969632,0.007465857911087234,5.573903434854383e-05,0.0122310223969632,0.0413313743435041,0.029100351946540898,0.011790974462572025,0.831586197383139,-0.29229886709228836
epoch_end_sample,3781,2127165.4324252843,1770000.0,525000.0,1522892.6057658503,2319201888696.3013,7500.0,5692500.0,5685000.0,2332500.0,0.6039284575248326,-0.7884571067787509
epoch_end_sec,3781,8508.661729701138,7080.0,2100.0,6091.570423063401,37107230.21914082,30.0,22770.0,22740.0,9330.0,0.6039284575248319,-0.7884571067787518
epoch_index,3781,276.7267918540069,227.0,94.0,202.68953294665624,41083.046766133644,0.0,758.0,758.0,309.0,0.6195942944281001,-0.7704456080558773
epoch_start_sample,3781,2119665.433218725,1762500.0,517500.0,1522892.6046611934,2319201885331.754,1.0,5685000.0,5684999.0,2332500.0,0.6039284603056383,-0.7884571072449891
epoch_start_sec,3781,8478.661732874902,7050.0,2070.0,6091.570418644773,37107230.16530806,0.004,22740.0,22739.996,9330.0,0.6039284603056375,-0.7884571072449904
resp_abdomen_mean,229,0.04019716926136136,0.0394726453726453,-0.0293090909090909,0.024131044369051773,0.0005823073023411453,-0.0293090909090909,0.1287255528255528,0.1580346437346437,0.019794922194922196,0.38834003919419174,1.5900825556889222
resp_abdomen_std,229,0.16972425012879414,0.1761358486771238,0.0502908824324154,0.059741100725717394,0.0035689991159203113,0.0502908824324154,0.373174296199947,0.3228834137675316,0.0855714198300857,0.08684849745093275,-0.14091967221932888
resp_abdominal_mean,1511,-0.014799149129365136,-0.0310007561436672,-0.3815154052603328,0.13397638357659283,0.017949671356262336,-0.3815154052603328,0.7401513333333334,1.121666738593666,0.18527026638194574,0.6381388379845454,3.5126735396988664
resp_abdominal_std,1511,0.17068140688595304,0.1452240461141015,0.0016302006202373,0.0881353235880166,0.0077678352639643945,0.0016302006202373,0.4639012217455301,0.46227102112529284,0.07990670022653329,1.2649196933976656,1.126475858840923
resp_chest_mean,497,-0.07292783278484896,-0.0815997762863534,-0.8217527964205816,0.3035929228391226,0.09216866279800143,-0.8217527964205816,0.8389239373601789,1.6606767337807606,0.07597077933955229,1.2402388870837935,2.7085816628647077
resp_chest_std,497,0.19232137444168684,0.1687967395585083,0.0216118065643467,0.12516285715280348,0.015665740810653087,0.0216118065643467,0.9441343759852572,0.9225225694209105,0.1635024138022767,1.2856342058100616,2.86142444457861
resp_nasal_mean,3155,-0.12306367783727087,-0.0700386091127098,-0.3687010752688172,0.21109952240404437,0.04456300835921563,-1.637909677419355,0.8175290322580645,2.4554387096774195,0.22077934818097586,-1.6742390501255067,5.263686749399763
resp_nasal_std,3155,0.1680931113242838,0.1136055795440526,0.0010309414219234,0.23394612580008683,0.05473078977687005,0.0010309414219234,3.971788080095223,3.9707571386732994,0.10000780137316173,8.072299323265694,92.31264494205419
resp_sum_mean,279,0.015269327290077808,0.0243180676328502,-0.1631493719806763,0.048880796822727765,0.002389332298024793,-0.1631493719806763,0.3640336231884057,0.5271829951690821,0.06263758454106266,0.882205798157845,8.732082298501162
resp_sum_std,279,0.42951904886478964,0.4343739298969369,0.1644753484559741,0.137584772797416,0.018929569705716576,0.1644753484559741,1.4323844230849578,1.2679090746289838,0.09005595208701261,2.813013381724156,17.510333108514033
so2_mean,1246,90.62987215962947,92.13711737163847,94.32761976978598,9.88968046693343,97.80577973804465,-21.58250980392157,97.6659063530016,119.24841615692317,3.875702698338131,-8.360011246835624,81.00781761669037
so2_std,1246,2.151800738616114,1.2068415974447047,0.0633937695615457,3.3465126075253884,11.199146632326375,0.0633937695615457,57.33686791685047,57.27347414728893,2.253845133418382,7.879879347332062,102.63359240268532
sv_mean,1246,-20.33746809349463,-15.078951055298297,-207.26490048627545,31.751090003226107,1008.1317163929648,-207.26490048627545,103.27252202974928,310.5374225160247,37.918042218552266,-1.040530107403982,6.999098260215147
sv_std,1246,24.66909877584552,23.523144923721468,8.526512829121202e-14,19.694392462955932,387.8690944849354,8.526512829121202e-14,85.48787836662083,85.48787836662075,37.38757030259867,0.39044567312550343,-0.40882046921729476
