column,count,mean,median,mode,std,var,min,max,range,iqr,skewness,kurtosis
bp_mean,8645,100.4003846244485,100.92411969420333,101.54884693081765,14.429556354438255,208.21209658590942,-1.2715726628476278,327.891539612326,329.16311227517366,16.831214549121,0.21796711553398543,9.285972243833244
bp_std,8645,20.891084451390167,20.421644518022127,0.1239647620779037,6.399677742306903,40.955875205378376,0.1239647620779037,168.7587932758856,168.63482851380772,5.142812473859802,9.082657890376375,148.72958566849638
ecg_mean,8645,-0.13982304679837654,-0.0296226666666666,-0.11896,0.32049147471354456,0.10271478536406257,-0.8287186666666666,0.2754658666666666,1.104184533333333,0.2746165333333332,-1.3330042925299126,0.27309790489348007
ecg_std,8645,0.16717837791877574,0.1701107839959464,0.0037660954469523,0.05654595544897984,0.003197445077638013,0.0037660954469523,1.275912227130266,1.2721461316833138,0.07355336513593,3.3781801802703537,53.56790509407812
eeg_c3_o1_mean,6087,0.0018021460554913497,0.0004982337092106,0.0038743006535947,0.006182663112260871,3.822532315971128e-05,-0.0220559776536312,0.027198873623087,0.0492548512767182,0.00756909824162625,-0.40058788477001506,0.6685752761370267
eeg_c3_o1_std,6087,0.014497740245049172,0.0124743885140537,5.388564436447533e-05,0.009488245844908772,9.002680921342859e-05,5.388564436447533e-05,0.1582494002905725,0.158195514646208,0.0090965194287302,3.7037095269491145,31.147594513165444
eeg_c4_a1_mean,1937,0.0022158801125986244,-0.0011526515675692,-0.0012085658932607,0.019385737134160586,0.0003758068042347727,-0.0254414256500146,0.0312962074835771,0.0567376331335917,0.0475882010235151,0.21608108783901153,-1.4538352265128673
eeg_c4_a1_std,1937,0.015933744341065034,0.0130193075536768,0.0045415126774341,0.009064674460511048,8.216832307504125e-05,0.0045415126774341,0.0617360803589737,0.0571945676815396,0.0121323358659594,1.392020622145806,1.9820998818080753
eeg_o2_a1_mean,621,-0.0004544093655133543,-0.0004149879518072,-0.0004346666666666,0.0007596982564850365,5.771414409064043e-07,-0.0121431164658634,0.0080145542168674,0.020157670682730798,0.00027744578313259997,-4.035893596029295,116.44483172436811
eeg_o2_a1_std,621,0.010747558901353779,0.0081425280047867,0.004027957817258,0.007429834761587743,5.520244458449759e-05,0.004027957817258,0.0550738584919137,0.0510459006746557,0.0058099928814591,2.6521368822521776,8.806464736876842
emg_mean,2097,0.0031899690391013424,0.0032153213836281,-0.0016574365343693,0.0041075764163170155,1.687218401588374e-05,-0.0025709276091973,0.0093388098300349,0.0119097374392322,0.0097103596915309,0.09791189589569987,-1.536374470320084
emg_std,2097,0.011302166306125155,0.0112545069469531,0.0007123288047023,0.005892697833457249,3.472388775643176e-05,0.0007123288047023,0.0380403478436515,0.037328019038949195,0.009857828862465902,0.3074050924100411,0.015416621958774801
eog_mean,640,-0.10281751740545766,-0.10284948275862066,-0.104363448275862,0.000829071077959764,6.873588523093651e-07,-0.1055083333333333,-0.0989254597701149,0.0065828735632184054,0.0008156896551724246,0.5707001083549429,2.5919915755584624
eog_right_mean,1457,0.017830358594718123,0.0075590973201692,0.0020973201692524,0.015879569537366592,0.0002521607286920611,-0.090306535025858,0.0518980968949338,0.1422046319207918,0.030727313081004202,-0.29400530458557483,0.5665433276329148
eog_right_std,1457,0.038017125898547534,0.0292723082618445,0.0083442454483421,0.034941071051310515,0.0012208784462127296,0.0083442454483421,0.3889286953181556,0.3805844498698135,0.0203084902944032,3.701431334688246,20.60093694300402
eog_std,640,0.024562179121853815,0.0221559385492731,0.0086734438232259,0.010641281592332005,0.00011323687392730396,0.0086734438232259,0.1016878296252612,0.0930143858020353,0.01212165431090035,2.176634235231859,8.560079831145313
epoch_end_sample,8645,2360989.5893580103,2167500.0,202500.0,1517828.5792630385,2303803596027.654,7500.0,5700000.0,5692500.0,2505000.0,0.32468932490760705,-1.0276743813500344
epoch_end_sec,8645,9443.958357432042,8670.0,810.0,6071.314317052155,36860857.53644247,30.0,22800.0,22770.0,10020.0,0.3246893249076065,-1.027674381350036
epoch_index,8645,308.22371312897627,282.0,0.0,201.655786871722,40665.05637885337,0.0,759.0,759.0,333.0,0.33024917972450024,-1.0221631703273073
epoch_start_sample,8645,2353488.7230769233,2160000.0,195000.0,1517828.0426558135,2303801967072.378,1.0,5692500.0,5692499.0,2505000.0,0.32469073665248305,-1.0276713969695033
epoch_start_sec,8645,9413.95489230769,8640.0,780.0,6071.312170623254,36860831.473158054,0.004,22770.0,22769.996,10020.0,0.32469073665248416,-1.0276713969695033
resp_abdomen_mean,439,0.04065645447396965,0.038572072072072,-0.0409790335790335,0.026111228147882554,0.0006817962353907742,-0.0409790335790335,0.1317842751842751,0.1727633087633086,0.02081658476658475,0.42410671524795673,1.4706214812038017
resp_abdomen_std,439,0.15924086002456422,0.1531430831093346,0.0502908824324154,0.06414242502707972,0.0041142506883545425,0.0502908824324154,0.373174296199947,0.3228834137675316,0.0910990701331316,0.5096097501048996,0.023687244348504333
resp_abdominal_mean,2586,-0.02429100833421794,-0.0321274102079395,0.1077624,0.14978600061783584,0.02243584598108632,-0.676887922705314,0.7401513333333334,1.4170392560386473,0.2701124397208802,0.3072884703787926,0.9620539549759881
resp_abdominal_std,2586,0.17087918878114716,0.149190081142302,0.0006578268853067,0.0918558423206042,0.008437495768427701,0.0006578268853067,0.8909196509816285,0.8902618240963218,0.09911971065961672,1.18251694663981,2.5088374929913853
resp_chest_mean,1553,-0.12859646307515046,-0.0722541387024608,-0.0695552572706935,0.34087976889724275,0.11619901684343763,-2.092963982102908,0.8948606263982103,2.987824608501118,0.0968945548942636,-0.07637253744318905,2.7539632224136863
resp_chest_std,1553,0.2036501126875395,0.1651476520793525,0.0025676565056943,0.15606456279660888,0.024356147760896677,0.0025676565056943,1.7375750094629592,1.735007352957265,0.2010986133654002,1.7628611984374352,7.395006587028671
resp_nasal_mean,7326,-0.11382789261576177,-0.0525836849507735,-0.3687010752688172,0.20266809095431856,0.041074355091067945,-1.637909677419355,1.2444988,2.8824084774193546,0.23508474316522285,-1.509029028671404,4.78833038498891
resp_nasal_std,7326,0.19278511749561048,0.1266517488305825,0.0002761746825277,0.25641349125770935,0.06574787849896738,0.0002761746825277,4.883628482673629,4.883352307991101,0.12805453786986382,7.375304345327532,79.39529042648694
resp_sum_mean,599,-0.007045861035604034,-0.0131657971014492,-0.2516674396135266,0.05641532402509253,0.0031826887848561826,-0.2516674396135266,0.3640336231884057,0.6157010628019324,0.0737565217391303,0.20101980949998235,4.633179403583806
resp_sum_std,599,0.42436358766122495,0.4226001874255362,0.1628691753691601,0.16562552700795297,0.027431815196662157,0.1628691753691601,1.4323844230849578,1.2695152477157978,0.16296568618654084,1.879201013844381,7.204370761306921
