column,count,mean,median,mode,std,var,min,max,range,iqr,skewness,kurtosis
24_mean,11436,0.7714371680466675,0.0748616159298622,0.0724138246732818,9.931749995154716,98.63965796625568,-55.80943666743017,271.1595839780265,326.9690206454567,0.37818374914168007,16.8759468042383,327.0402838339573
24_std,11436,20.15325325824651,5.238214502069352,1.490769630233494,118.46196616155957,14033.237426862484,0.5303384533996578,3322.8024888876957,3322.2721504342962,9.07949172263639,18.513225564638134,438.91274089031486
25_mean,11436,3.404135124098283,0.26313756008184125,-13.805746669719028,63.638871234898076,4049.905932051938,-847.5014185397122,2005.9194466468296,2853.420865186542,13.79156987869078,19.0478075894372,489.2164028153827
25_std,11436,268.93229744833855,230.06500309951707,263.24194210376936,191.08128119962728,36512.05602489103,28.067298046536827,3533.1588594880764,3505.0915614415394,178.84919130257697,6.365295509916865,81.5037160764065
26_mean,11436,1.627553265922485,0.0756775463487224,0.0691501029978412,33.262503046690135,1106.3941089310704,-397.65286884870727,1323.728182742046,1721.3810515907535,0.6813018997482259,27.495168497583,917.5261515417898
26_std,11436,22.55777320652434,2.3761049441829387,0.8971849712325717,155.8020148690649,24274.26783726032,0.3628038071012613,3843.821773169801,3843.4589693627,5.568312236222014,16.81839757392651,345.9998788631224
27_mean,11436,2.3635814724726405,0.08444879835146901,-0.0259057907993663,28.51183989705447,812.925014315267,-239.58552455939625,1453.5504637216752,1693.1359882810714,0.8083830624856949,26.530026298398546,1029.7491919176014
27_std,11436,30.469082727149193,2.446997669571164,1.3996298789468915,170.23404617266112,28979.63047631572,0.3546951919471357,3564.866106883365,3564.511411691418,6.062670886065903,12.393297122433168,201.49584008387305
28_mean,11436,0.5419956934967707,0.08995632867877575,-1.3758626688034865,23.044039711305892,531.0277662162429,-889.1297805447476,579.7689463035015,1468.8987268482492,1.5366009613183793,-3.7196433087184695,578.422565435617
28_std,11436,49.977711334812966,19.090983712836998,15.829163819494337,168.54087247128686,28406.025693382584,2.5477198357813813,4121.777153067144,4119.229433231363,27.64818757274289,15.257367192927692,302.7137431757683
29_mean,11436,-0.3532798204404567,0.0813890592807438,-0.0104031128410236,21.872034352902556,478.3858867345495,-653.8211592584122,1017.9937512474244,1671.8149105058365,1.8906127718013273,4.438615258100079,1116.42528133349
