column,category,frequency,proportion_pct
event_group,non_event,33531,92.7244
event_group,plm,2418,6.6866
event_group,rem,213,0.589
source_file,Non_Events/non_event_batch_4/S3_p9_Stagew_Event9_Session1.csv,1,0.0028
source_file,Events/plm/S1_p33_1_Stagen1_Event65_Session1.csv,1,0.0028
source_file,Non_Events/non_event_batch_4/S3_p9_Stagew_Event4_Session1.csv,1,0.0028
source_file,Non_Events/non_event_batch_4/S3_p9_Stagew_Event46_Session1.csv,1,0.0028
source_file,Non_Events/non_event_batch_4/S3_p9_Stagew_Event43_Session1.csv,1,0.0028
source_file,Non_Events/non_event_batch_4/S3_p9_Stagew_Event3_Session1.csv,1,0.0028
source_file,Non_Events/non_event_batch_4/S3_p9_Stagew_Event340_Session1.csv,1,0.0028
source_file,Non_Events/non_event_batch_4/S3_p9_Stagew_Event339_Session1.csv,1,0.0028
source_file,Non_Events/non_event_batch_4/S3_p9_Stagew_Event338_Session1.csv,1,0.0028
source_file,Non_Events/non_event_batch_4/S3_p9_Stagew_Event335_Session1.csv,1,0.0028
source_file,Non_Events/non_event_batch_4/S3_p9_Stagew_Event334_Session1.csv,1,0.0028
source_file,Non_Events/non_event_batch_4/S3_p9_Stagew_Event333_Session1.csv,1,0.0028
source_file,Non_Events/non_event_batch_4/S3_p9_Stagew_Event330_Session1.csv,1,0.0028
source_file,Non_Events/non_event_batch_4/S3_p9_Stagew_Event329_Session1.csv,1,0.0028
source_file,Non_Events/non_event_batch_4/S3_p9_Stagew_Event328_Session1.csv,1,0.0028
source_file,Non_Events/non_event_batch_4/S3_p9_Stagew_Event316_Session1.csv,1,0.0028
source_file,Non_Events/non_event_batch_4/S3_p9_Stagew_Event314_Session1.csv,1,0.0028
source_file,Non_Events/non_event_batch_4/S3_p9_Stagew_Event313_Session1.csv,1,0.0028
source_file,Events/plm/S1_p33_1_Stagen2_Event4_Session1.csv,1,0.0028
source_file,Events/plm/S1_p33_1_Stagen2_Event37_Session1.csv,1,0.0028
source_file,Events/plm/S1_p33_1_Stagen2_Event36_Session1.csv,1,0.0028
source_file,Events/plm/S1_p33_1_Stagen2_Event35_Session1.csv,1,0.0028
source_file,Events/plm/S1_p33_1_Stagen2_Event34_Session1.csv,1,0.0028
source_file,Events/plm/S1_p33_1_Stagen2_Event33_Session1.csv,1,0.0028
source_file,Events/plm/S1_p33_1_Stagen2_Event32_Session1.csv,1,0.0028
