column,dtype,non_null_count,missing_count,missing_pct,n_unique
abdo_res_mean,float64,1080,0,0.0,134
abdo_res_std,float64,1080,0,0.0,1045
airflow_mean,float64,1080,0,0.0,445
airflow_std,float64,1080,0,0.0,1080
ecg_mean,float64,1080,0,0.0,64
ecg_std,float64,1080,0,0.0,320
eeg_mean,float64,1080,0,0.0,140
eeg_sec_mean,float64,1080,0,0.0,206
eeg_sec_std,float64,1080,0,0.0,1027
eeg_std,float64,1080,0,0.0,1008
emg_mean,float64,1080,0,0.0,56
emg_std,float64,1080,0,0.0,173
eog_l_mean,float64,1080,0,0.0,308
eog_l_std,float64,1080,0,0.0,1037
eog_r_mean,float64,1080,0,0.0,262
eog_r_std,float64,1080,0,0.0,1045
epoch_end_sample,int64,1080,0,0.0,1080
epoch_end_sec,float64,1080,0,0.0,1080
epoch_index,int64,1080,0,0.0,1080
epoch_start_sample,int64,1080,0,0.0,1080
epoch_start_sec,float64,1080,0,0.0,1080
pr_mean,float64,1080,0,0.0,914
pr_std,float64,1080,0,0.0,933
record_id,int64,1080,0,0.0,1
sao2_mean,float64,1080,0,0.0,443
sao2_std,float64,1080,0,0.0,478
sleep_stage,object,1080,0,0.0,5
thor_res_mean,float64,1080,0,0.0,313
thor_res_std,float64,1080,0,0.0,1076
