column,count,mean,median,mode,std,var,min,max,range,iqr,skewness,kurtosis
eeg_bandpower_alpha,22320,-8.404268917592583e-17,-0.31001697326716504,-0.4116117881350448,1.000022402186456,1.0000448048747703,-0.431455766597774,71.8721946354701,72.30365040206787,0.4536166399312253,21.859941011796117,1276.6364155206652
eeg_bandpower_beta,22320,4.0747970509539796e-17,-0.3262491225319909,-0.5167187690876508,1.0000224021864563,1.0000448048747708,-0.5840602567467111,45.08335091986278,45.66741117660949,0.6613066085910768,7.614947723607305,206.78022024853558
eeg_bandpower_delta,22320,0.0,-0.07453804666585524,-0.08459829878638041,1.000022402186456,1.0000448048747703,-0.10083179469371038,51.724935318471246,51.82576711316496,0.055307609816111165,29.821407690654908,1089.7141823898457
eeg_bandpower_theta,22320,-1.0186992627384949e-17,-0.1696436466730073,-0.24556101717919054,1.000022402186456,1.00004480487477,-0.2597815698212439,43.4216770747744,43.681458644595644,0.24754330112470407,21.981256750885233,661.8052609984785
eeg_mean,22320,-1.2097053745019628e-17,-0.07320452643824829,-0.3172793652777466,1.000022402186456,1.0000448048747703,-14.945195746110317,21.30430811628385,36.249503862394164,0.7890932944399122,0.7991349543574432,32.01312548014195
eeg_rel_power_alpha,22320,-3.1834351960577964e-17,-0.17029548434400532,-0.7748816391292772,1.000022402186456,1.0000448048747703,-1.8963408984387207,4.696442818097071,6.592783716535791,1.3381194012010462,0.8769803669438084,0.7287937514340999
eeg_rel_power_beta,22320,4.4186080521282215e-16,0.05801230438965238,0.863483426163416,1.000022402186456,1.0000448048747703,-3.203282617875466,2.7609619271422607,5.964244545017727,1.362247747841529,-0.2774119260966561,-0.1547617403769217
eeg_rel_power_delta,22320,-5.0934963136924744e-18,-0.33339116934755847,0.9937721098961203,1.000022402186456,1.0000448048747703,-0.800094643066565,10.99391200387239,11.794006646938955,0.7635221681303433,3.2987816813777435,16.116864123256352
eeg_rel_power_theta,22320,2.1647359333193016e-16,-0.24966305763465946,-0.547896254966373,1.000022402186456,1.0000448048747703,-1.4405533679790374,6.388840189216856,7.829393557195893,1.127865345648807,1.5510960054471614,3.17514303578481
eeg_rms,22320,-6.112195576430969e-17,-0.05038570913135852,-0.7040394811646458,1.000022402186456,1.0000448048747703,-1.3045820439417097,14.255121178642817,15.559703222584528,1.269448082036028,1.33068130726708,7.018422049096289
eeg_spectral_entropy,22320,1.0594472332480348e-15,0.20052428494843966,0.8784472632696363,1.000022402186456,1.0000448048747703,-6.941260083986903,1.6305708869685596,8.571830970955464,1.412379345296503,-1.1162563417933329,1.815202079380997
eeg_std,22320,1.2224391152861939e-16,-0.050464400396729676,-0.7039921068916087,1.0000224021864563,1.0000448048747705,-1.3045032728692803,14.256253695016916,15.560756967886196,1.2692923306094723,1.3299824421944915,7.008042348444722
eeg_theta_alpha_ratio,22320,7.640244470538712e-18,-0.2794547375589512,-0.2131544203712539,1.0000224021864563,1.0000448048747705,-0.6906741688346028,31.422138913669404,32.112813082504005,0.5671850103595906,7.759303437319586,128.4131775479704
eeg_var,22320,4.0747970509539796e-17,-0.23459524145266022,-0.4951349534635017,1.0000224021864563,1.0000448048747705,-0.5785651341191234,49.799020306315086,50.37758544043421,0.6636119146134242,13.341118502742528,404.5762778510546
eeg_zero_crossing_rate,22320,1.9355285992031404e-16,0.018024707286519878,0.1571606113622982,1.000022402186456,1.00004480487477,-3.460372894607942,4.087749901503041,7.548122796110983,1.530494944833563,0.03758467044146184,-0.4187827161933022
epoch_duration_sec,22320,1.875,1.875,1.875,0.0,0.0,1.875,1.875,0.0,0.0,,
sfreq_hz,22320,200.0,200.0,200.0,0.0,0.0,200.0,200.0,0.0,0.0,,
sleep_stage_1,22320,2.9924290842943285e-17,-0.38436293933141574,-0.38436293933141574,1.000022402186456,1.0000448048747703,-0.38436293933141574,2.6017076509495447,2.9860705902809603,0.0,2.2174937395170997,2.917539905075939
sleep_stage_2,22320,4.393140570559759e-17,-0.7875335289582591,-0.7875335289582591,1.000022402186456,1.00004480487477,-0.7875335289582591,1.2697872068034852,2.0573207357617442,2.0573207357617442,0.4822860901499091,-1.7675585186579055
sleep_stage_3,22320,2.801422972530861e-17,-0.9772304828746222,-0.9772304828746222,1.000022402186456,1.0000448048747703,-0.9772304828746222,1.0233000479665746,2.0005305308411967,2.0005305308411967,0.04607266143076529,-1.9980563552067674
