column,category,frequency,proportion_pct
eeg_channel,c4_m1,16850,75.4928
eeg_channel,loc_a2,5455,24.44
eeg_channel,roc,15,0.0672
event_group,non_event,20187,90.4435
event_group,plm,2013,9.0188
event_group,rem,120,0.5376
sleep_stage,3,10903,48.8486
sleep_stage,2,8544,38.2796
sleep_stage,1,2873,12.8719
source_file,Non_Events/non_event_batch_4/S3_p9_Stagen3_Event309_Session1.csv,1,0.0045
source_file,Non_Events/non_event_batch_4/S3_p9_Stagen3_Event308_Session1.csv,1,0.0045
source_file,Non_Events/non_event_batch_4/S3_p9_Stagen3_Event307_Session1.csv,1,0.0045
source_file,Non_Events/non_event_batch_4/S3_p9_Stagen3_Event306_Session1.csv,1,0.0045
source_file,Non_Events/non_event_batch_4/S3_p9_Stagen3_Event305_Session1.csv,1,0.0045
source_file,Non_Events/non_event_batch_4/S3_p9_Stagen3_Event304_Session1.csv,1,0.0045
source_file,Non_Events/non_event_batch_4/S3_p9_Stagen3_Event301_Session1.csv,1,0.0045
source_file,Non_Events/non_event_batch_4/S3_p9_Stagen3_Event300_Session1.csv,1,0.0045
source_file,Non_Events/non_event_batch_4/S3_p9_Stagen3_Event299_Session1.csv,1,0.0045
source_file,Non_Events/non_event_batch_4/S3_p9_Stagen3_Event298_Session1.csv,1,0.0045
source_file,Non_Events/non_event_batch_4/S3_p9_Stagen3_Event297_Session1.csv,1,0.0045
source_file,Non_Events/non_event_batch_4/S3_p9_Stagen3_Event296_Session1.csv,1,0.0045
source_file,Non_Events/non_event_batch_4/S3_p9_Stagen3_Event295_Session1.csv,1,0.0045
source_file,Non_Events/non_event_batch_4/S3_p9_Stagen3_Event294_Session1.csv,1,0.0045
source_file,Non_Events/non_event_batch_4/S3_p9_Stagen3_Event293_Session1.csv,1,0.0045
source_file,Non_Events/non_event_batch_4/S3_p9_Stagen3_Event292_Session1.csv,1,0.0045
source_file,Events/plm/S1_p33_1_Stagen2_Event36_Session1.csv,1,0.0045
source_file,Events/plm/S1_p33_1_Stagen2_Event35_Session1.csv,1,0.0045
source_file,Events/plm/S1_p33_1_Stagen2_Event34_Session1.csv,1,0.0045
source_file,Events/plm/S1_p33_1_Stagen2_Event33_Session1.csv,1,0.0045
source_file,Events/plm/S1_p33_1_Stagen2_Event32_Session1.csv,1,0.0045
source_file,Events/plm/S1_p33_1_Stagen2_Event31_Session1.csv,1,0.0045
source_file,Events/plm/S1_p33_1_Stagen2_Event30_Session1.csv,1,0.0045
source_file,Events/plm/S1_p33_1_Stagen2_Event29_Session1.csv,1,0.0045
source_file,Events/plm/S1_p33_1_Stagen2_Event28_Session1.csv,1,0.0045
source_file,Events/plm/S1_p33_1_Stagen2_Event27_Session1.csv,1,0.0045
source_file,Events/plm/S1_p33_1_Stagen2_Event26_Session1.csv,1,0.0045
source_file,Events/plm/S1_p33_1_Stagen2_Event25_Session1.csv,1,0.0045
source_file,Events/plm/S1_p33_1_Stagen2_Event24_Session1.csv,1,0.0045
source_file,Events/plm/S1_p33_1_Stagen2_Event23_Session1.csv,1,0.0045
source_file,Events/plm/S1_p33_1_Stagen2_Event21_Session1.csv,1,0.0045
source_file,Events/plm/S1_p33_1_Stagen2_Event20_Session1.csv,1,0.0045
source_file,Events/plm/S1_p33_1_Stagen2_Event72_Session1.csv,1,0.0045
source_file,Events/plm/S1_p33_1_Stagen2_Event71_Session1.csv,1,0.0045
source_file,Events/plm/S1_p33_1_Stagen2_Event69_Session1.csv,1,0.0045
source_file,Events/plm/S1_p33_1_Stagen2_Event68_Session1.csv,1,0.0045
source_file,Events/plm/S1_p33_1_Stagen2_Event67_Session1.csv,1,0.0045
source_file,Events/plm/S1_p33_1_Stagen2_Event66_Session1.csv,1,0.0045
source_file,Events/plm/S1_p33_1_Stagen2_Event63_Session1.csv,1,0.0045
source_file,Events/plm/S1_p33_1_Stagen2_Event62_Session1.csv,1,0.0045
source_file,Events/plm/S1_p33_1_Stagen2_Event61_Session1.csv,1,0.0045
source_file,Events/plm/S1_p33_1_Stagen2_Event5_Session1.csv,1,0.0045
source_file,Events/plm/S1_p33_1_Stagen2_Event59_Session1.csv,1,0.0045
source_file,Events/plm/S1_p33_1_Stagen2_Event58_Session1.csv,1,0.0045
source_file,Events/plm/S1_p33_1_Stagen2_Event57_Session1.csv,1,0.0045
source_file,Events/plm/S1_p33_1_Stagen2_Event56_Session1.csv,1,0.0045
source_file,Events/plm/S1_p33_1_Stagen2_Event4_Session1.csv,1,0.0045
source_file,Events/plm/S1_p33_1_Stagen2_Event37_Session1.csv,1,0.0045
source_file,Events/plm/S1_p33_1_Stagen2_Event89_Session1.csv,1,0.0045
source_file,Events/plm/S1_p33_1_Stagen2_Event87_Session1.csv,1,0.0045
source_file,Events/plm/S1_p33_1_Stagen2_Event86_Session1.csv,1,0.0045
source_file,Events/plm/S1_p33_1_Stagen2_Event84_Session1.csv,1,0.0045
source_file,Events/plm/S1_p33_1_Stagen2_Event83_Session1.csv,1,0.0045
source_file,Events/plm/S1_p33_1_Stagen2_Event82_Session1.csv,1,0.0045
