column,count,mean,median,mode,std,var,min,max,range,iqr,skewness,kurtosis
abdo_res_mean,1080,-1.0691036533427433e-16,0.014670987423545381,-0.004014520530805192,1.0004632847132944,1.0009267840593141,-11.645085976091504,12.42184826911263,24.066934245204134,0.2802826193152651,-0.25234616657668363,74.64637312506855
abdo_res_std,1080,-1.644774851296528e-17,-0.2598988335615759,-0.13422589057583584,1.0004632847132942,1.000926784059314,-0.7385116493085686,8.08552279179517,8.82403444110374,0.3365660182625225,4.908430620243115,28.058660475401282
airflow_mean,1080,-6.38172642303053e-16,0.0007936195538823216,0.0007936195538823216,1.0004632847132944,1.0009267840593141,-10.949930782071458,3.0316617084599224,13.98159249053138,1.066134503635289,-1.5030180961153394,14.337720958922652
airflow_std,1080,-1.5789838572446671e-16,-0.3627905813438952,-1.4983914216008283,1.0004632847132944,1.0009267840593143,-1.4983914216008283,2.2006680870369117,3.69905950863774,1.5862324705129036,0.6558955258111655,-0.8723305599882929
ecg_mean,1080,-5.0659065419933065e-15,0.14619239463547143,0.25089491229990596,1.0004632847132944,1.0009267840593141,-5.717148594572962,11.349361784730277,17.06651037930324,0.4188100706577381,1.487013856192299,30.75108343738438
ecg_std,1080,1.3158198810372226e-17,-0.2263403279316462,-0.3114656879051174,1.0004632847132944,1.0009267840593143,-0.5928176221023175,13.65373499460967,14.246552616711988,0.18067027091762716,6.41396806741233,56.21083470287839
eeg_mean,1080,-1.447401869140945e-16,0.05317325029963594,0.05317325029963594,1.0004632847132944,1.0009267840593141,-8.909205061342181,8.280930388856062,17.19013545019824,0.8815454077024749,-0.4347935962364136,15.354669041008606
eeg_sec_mean,1080,1.8092523364261812e-17,0.04184586632894454,0.04184586632894454,1.0004632847132944,1.0009267840593141,-13.217909739746183,14.581853737818223,27.799763477564404,0.6401261327070751,0.2387028204193764,82.29850364414243
eeg_sec_std,1080,-3.4211316906967787e-16,-0.3123736754731863,-0.761557903192568,1.0004632847132944,1.0009267840593141,-1.146109702690272,9.352536278794387,10.498645981484659,1.0085951900574817,2.832343490909608,14.898502010828402
eeg_std,1080,-1.3158198810372225e-16,-0.3657108823692874,-0.9675013514258879,1.0004632847132944,1.0009267840593141,-1.30166496811802,6.431325556057619,7.732990524175639,1.159463856362959,1.7367072789278672,4.300880045606643
emg_mean,1080,-2.6316397620744452e-17,0.2085766234793911,0.31910790579427917,1.0004632847132944,1.0009267840593141,-12.613052125047657,1.756014575887827,14.369066700935484,0.22106256462977614,-7.457865777725331,70.86704917039916
emg_std,1080,3.947459643111668e-17,-0.27872522458848886,-0.5257413443588642,1.0004632847132944,1.0009267840593141,-0.5257413443588642,8.226248682621499,8.751990026980364,0.41282767706348694,4.1592396372401925,21.49763287427641
eog_l_mean,1080,6.579099405186113e-18,-0.11034851815433129,-0.33624211697742684,1.0004632847132944,1.0009267840593141,-6.32242248578946,9.490129431827231,15.812551917616691,0.5082605973519649,3.196353066758348,27.901633769531223
eog_l_std,1080,1.0526559048297781e-16,-0.34500738012057586,-0.4316445050279697,1.0004632847132944,1.0009267840593141,-0.9880085130543631,5.802315590885667,6.79032410394003,0.8001570352282067,2.2472243364949684,5.942347915393418
eog_r_mean,1080,-4.605369583630279e-17,-0.11405953498724206,-0.05451053289021887,1.0004632847132944,1.0009267840593141,-4.937528704846129,10.723858846670995,15.661387551517123,0.53594101887321,3.330218783032753,25.740538264180856
eog_r_std,1080,2.434266779918862e-16,-0.3016125505490622,-0.9123735168769849,1.0004632847132942,1.0009267840593137,-1.040068730989514,5.736437723563349,6.776506454552863,0.8736162204017721,2.1506171808179437,5.443578061531902
epoch_end_sample,1080,0.0,0.0,-1.7304477986113245,1.0004632847132944,1.0009267840593141,-1.7304477986113245,1.7304477986113245,3.460895597222649,1.7304477986113245,0.0,-1.2000000000000002
